match_participant_1,match_participant_2,game_in_match_id,player_O,player_X,winner,moves,time_seconds,game_global_id
Gemini2.5 Pro P4 T0.25,o3 P10,0,Gemini2.5 Pro P4 T0.25,o3 P10,o3 P10,36,8.385106086730957,650
Gemini2.5 Pro P4 T0.25,o3 P10,1,o3 P10,Gemini2.5 Pro P4 T0.25,o3 P10,39,8.922289609909058,651
Random Bot,o4-mini-high P8,0,Random Bot,o4-mini-high P8,o4-mini-high P8,8,0.05750703811645508,652
Random Bot,o4-mini-high P8,1,o4-mini-high P8,Random Bot,o4-mini-high P8,7,0.04600167274475098,653
o1 P8,r1 T0.5,0,r1 T0.5,o1 P8,o1 P8,16,14.321133852005005,654
o1 P8,r1 T0.5,1,o1 P8,r1 T0.5,o1 P8,7,6.283048629760742,655
QwQ P6,gemini-pro-2.0 P8,0,gemini-pro-2.0 P8,QwQ P6,gemini-pro-2.0 P8,39,18.946592569351196,656
QwQ P6,gemini-pro-2.0 P8,1,QwQ P6,gemini-pro-2.0 P8,QwQ P6,31,18.386483430862427,657
LeChat P8,gemini-flash-2.0 P8,0,gemini-flash-2.0 P8,LeChat P8,draw,42,5.202451944351196,658
LeChat P8,gemini-flash-2.0 P8,1,LeChat P8,gemini-flash-2.0 P8,LeChat P8,11,4.0598578453063965,659
Negamax4 P10,Negamax5B P6,0,Negamax4 P10,Negamax5B P6,draw,42,8.59612250328064,660
Negamax4 P10,Negamax5B P6,1,Negamax5B P6,Negamax4 P10,draw,42,14.223757266998291,661
Negamax4 P10,Negamax4 P8,0,Negamax4 P8,Negamax4 P10,draw,42,15.660742998123169,662
Negamax4 P10,Negamax4 P8,1,Negamax4 P10,Negamax4 P8,draw,42,9.915364503860474,663
Negamax4 P10,o3 P6,0,Negamax4 P10,o3 P6,Negamax4 P10,15,9.960751056671143,664
Negamax4 P10,o3 P6,1,o3 P6,Negamax4 P10,Negamax4 P10,16,23.474934577941895,665
gemini-flash-2.0-thinking P6,o1 P8,0,gemini-flash-2.0-thinking P6,o1 P8,draw,42,16.23285675048828,666
gemini-flash-2.0-thinking P6,o1 P8,1,o1 P8,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,40,24.15849733352661,667
LeChat P8,Negamax5 P10,0,Negamax5 P10,LeChat P8,draw,42,5.799517631530762,668
LeChat P8,Negamax5 P10,1,LeChat P8,Negamax5 P10,draw,42,7.308138608932495,669
Negamax4 P10,r1 T0.5,0,Negamax4 P10,r1 T0.5,Negamax4 P10,19,12.313976287841797,670
Negamax4 P10,r1 T0.5,1,r1 T0.5,Negamax4 P10,draw,42,30.391181230545044,671
Negamax2 P8,Negamax4 P4 T0.25,0,Negamax2 P8,Negamax4 P4 T0.25,Negamax4 P4 T0.25,30,2.4732096195220947,672
Negamax2 P8,Negamax4 P4 T0.25,1,Negamax4 P4 T0.25,Negamax2 P8,Negamax4 P4 T0.25,35,2.6957359313964844,673
LeChat P6,o4-mini-high P6,0,LeChat P6,o4-mini-high P6,draw,42,0.48554325103759766,674
LeChat P6,o4-mini-high P6,1,o4-mini-high P6,LeChat P6,draw,42,0.44203639030456543,675
claude3.7-sonnet-thinking P8,r1 T0.25,0,claude3.7-sonnet-thinking P8,r1 T0.25,claude3.7-sonnet-thinking P8,9,4.266366243362427,676
claude3.7-sonnet-thinking P8,r1 T0.25,1,r1 T0.25,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,20,10.001871347427368,677
Gemini2.5 Flash Thinking P6,gpt4o P6,0,gpt4o P6,Gemini2.5 Flash Thinking P6,gpt4o P6,7,2.772244930267334,678
Gemini2.5 Flash Thinking P6,gpt4o P6,1,Gemini2.5 Flash Thinking P6,gpt4o P6,gpt4o P6,42,11.019955158233643,679
Negamax4 P6,Qwen3 P6,0,Negamax4 P6,Qwen3 P6,Negamax4 P6,27,2.404209852218628,680
Negamax4 P6,Qwen3 P6,1,Qwen3 P6,Negamax4 P6,Negamax4 P6,12,1.758150577545166,681
LeChat P6,Negamax5B P8,0,Negamax5B P8,LeChat P6,LeChat P6,36,1.0695931911468506,682
LeChat P6,Negamax5B P8,1,LeChat P6,Negamax5B P8,draw,42,1.2491042613983154,683
Negamax3 P6,claude3.7-sonnet P8,0,Negamax3 P6,claude3.7-sonnet P8,claude3.7-sonnet P8,22,3.295786142349243,684
Negamax3 P6,claude3.7-sonnet P8,1,claude3.7-sonnet P8,Negamax3 P6,claude3.7-sonnet P8,21,3.397291421890259,685
gemini-flash-2.0 P6,o4-mini-high P10,0,gemini-flash-2.0 P6,o4-mini-high P10,draw,42,3.0662593841552734,686
gemini-flash-2.0 P6,o4-mini-high P10,1,o4-mini-high P10,gemini-flash-2.0 P6,o4-mini-high P10,39,2.1551852226257324,687
claude3.7-sonnet P8,r1 T0.25,0,claude3.7-sonnet P8,r1 T0.25,claude3.7-sonnet P8,23,9.760344505310059,688
claude3.7-sonnet P8,r1 T0.25,1,r1 T0.25,claude3.7-sonnet P8,claude3.7-sonnet P8,20,7.26512885093689,689
claude3.7-sonnet P10,gemini-pro-2.0 P8,0,claude3.7-sonnet P10,gemini-pro-2.0 P8,claude3.7-sonnet P10,29,12.202057361602783,690
claude3.7-sonnet P10,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,claude3.7-sonnet P10,gemini-pro-2.0 P8,7,2.470716953277588,691
claude3.7-sonnet-thinking P8,gpt4o P10,0,gpt4o P10,claude3.7-sonnet-thinking P8,draw,42,17.654752492904663,692
claude3.7-sonnet-thinking P8,gpt4o P10,1,claude3.7-sonnet-thinking P8,gpt4o P10,claude3.7-sonnet-thinking P8,35,19.898240327835083,693
Negamax4 P4 T0.25,QwQ P6,0,Negamax4 P4 T0.25,QwQ P6,QwQ P6,32,6.858102321624756,694
Negamax4 P4 T0.25,QwQ P6,1,QwQ P6,Negamax4 P4 T0.25,QwQ P6,15,5.747992753982544,695
Gemini2.5 Flash Thinking P6,Negamax4 P10,0,Negamax4 P10,Gemini2.5 Flash Thinking P6,Negamax4 P10,7,3.117750644683838,696
Gemini2.5 Flash Thinking P6,Negamax4 P10,1,Gemini2.5 Flash Thinking P6,Negamax4 P10,Negamax4 P10,22,35.89841437339783,697
QwQ P6,o3 P6,0,QwQ P6,o3 P6,QwQ P6,17,7.551662921905518,698
QwQ P6,o3 P6,1,o3 P6,QwQ P6,QwQ P6,18,10.179381608963013,699
Negamax2 P6,Negamax4 P10,0,Negamax2 P6,Negamax4 P10,Negamax4 P10,26,67.69128108024597,700
Negamax2 P6,Negamax4 P10,1,Negamax4 P10,Negamax2 P6,Negamax4 P10,39,9.790853023529053,701
claude3.7-sonnet-thinking P6,gpt4o P6,0,gpt4o P6,claude3.7-sonnet-thinking P6,gpt4o P6,41,12.40659761428833,702
claude3.7-sonnet-thinking P6,gpt4o P6,1,claude3.7-sonnet-thinking P6,gpt4o P6,claude3.7-sonnet-thinking P6,39,12.504589796066284,703
Negamax2 P6,o3 P10,0,Negamax2 P6,o3 P10,Negamax2 P6,27,6.867095947265625,704
Negamax2 P6,o3 P10,1,o3 P10,Negamax2 P6,o3 P10,23,6.149543046951294,705
Negamax3 P6,claude3.7-sonnet P10,0,Negamax3 P6,claude3.7-sonnet P10,claude3.7-sonnet P10,22,3.311786651611328,706
Negamax3 P6,claude3.7-sonnet P10,1,claude3.7-sonnet P10,Negamax3 P6,claude3.7-sonnet P10,21,3.393310070037842,707
Default Bot,gemini-flash-2.0 P8,0,Default Bot,gemini-flash-2.0 P8,Default Bot,7,1.5016376972198486,708
Default Bot,gemini-flash-2.0 P8,1,gemini-flash-2.0 P8,Default Bot,gemini-flash-2.0 P8,9,2.1206915378570557,709
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet P6,0,claude3.7-sonnet P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,24,5.869005441665649,710
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet P6,1,Gemini2.5 Pro P6 T0.25,claude3.7-sonnet P6,Gemini2.5 Pro P6 T0.25,17,4.464905500411987,711
Qwen3 P6,gemini-flash-2.0-thinking P8,0,gemini-flash-2.0-thinking P8,Qwen3 P6,gemini-flash-2.0-thinking P8,23,8.606630563735962,712
Qwen3 P6,gemini-flash-2.0-thinking P8,1,Qwen3 P6,gemini-flash-2.0-thinking P8,gemini-flash-2.0-thinking P8,20,24.878183841705322,713
o1 P6,o3 P10,0,o1 P6,o3 P10,o1 P6,23,8.732251167297363,714
o1 P6,o3 P10,1,o3 P10,o1 P6,o1 P6,16,7.111132621765137,715
o1 P6,r1 T0.25,0,r1 T0.25,o1 P6,o1 P6,18,6.8146071434021,716
o1 P6,r1 T0.25,1,o1 P6,r1 T0.25,o1 P6,7,2.1426801681518555,717
Gemini2.5 Pro P6 T0.25,o4-mini-high P8,0,Gemini2.5 Pro P6 T0.25,o4-mini-high P8,Gemini2.5 Pro P6 T0.25,35,2.812758445739746,718
Gemini2.5 Pro P6 T0.25,o4-mini-high P8,1,o4-mini-high P8,Gemini2.5 Pro P6 T0.25,o4-mini-high P8,35,2.8832435607910156,719
Gemini2.5 Pro P4 T0.25,QwQ P6,0,QwQ P6,Gemini2.5 Pro P4 T0.25,QwQ P6,17,9.448328733444214,720
Gemini2.5 Pro P4 T0.25,QwQ P6,1,Gemini2.5 Pro P4 T0.25,QwQ P6,Gemini2.5 Pro P4 T0.25,37,13.876206636428833,721
Negamax2 P8,o3 P6,0,Negamax2 P8,o3 P6,Negamax2 P8,27,5.059430360794067,722
Negamax2 P8,o3 P6,1,o3 P6,Negamax2 P8,o3 P6,39,10.665440320968628,723
claude3.7-sonnet-thinking P8,o3-mini-high P6,0,o3-mini-high P6,claude3.7-sonnet-thinking P8,claude3.7-sonnet-thinking P8,34,10.146887063980103,724
claude3.7-sonnet-thinking P8,o3-mini-high P6,1,claude3.7-sonnet-thinking P8,o3-mini-high P6,claude3.7-sonnet-thinking P8,39,12.116562128067017,725
Negamax P6,o3 P8,0,Negamax P6,o3 P8,Negamax P6,27,8.581741094589233,726
Negamax P6,o3 P8,1,o3 P8,Negamax P6,o3 P8,23,8.788777589797974,727
Negamax5 P8,claude3.7-sonnet P6,0,Negamax5 P8,claude3.7-sonnet P6,claude3.7-sonnet P6,32,5.312964916229248,728
Negamax5 P8,claude3.7-sonnet P6,1,claude3.7-sonnet P6,Negamax5 P8,Negamax5 P8,42,6.1945459842681885,729
Default Bot,o4-mini-high P6,0,Default Bot,o4-mini-high P6,o4-mini-high P6,10,0.01699995994567871,730
Default Bot,o4-mini-high P6,1,o4-mini-high P6,Default Bot,o4-mini-high P6,7,0.01700139045715332,731
gemini-pro-2.0 P6,o4-mini-high P8,0,gemini-pro-2.0 P6,o4-mini-high P8,o4-mini-high P8,36,2.9332592487335205,732
gemini-pro-2.0 P6,o4-mini-high P8,1,o4-mini-high P8,gemini-pro-2.0 P6,draw,42,2.4312074184417725,733
QwQ P6,gemini-flash-2.0-thinking P6,0,gemini-flash-2.0-thinking P6,QwQ P6,gemini-flash-2.0-thinking P6,41,9.351303339004517,734
QwQ P6,gemini-flash-2.0-thinking P6,1,QwQ P6,gemini-flash-2.0-thinking P6,QwQ P6,25,10.056392908096313,735
gemini-flash-2.0 P6,o4-mini-high P6,0,gemini-flash-2.0 P6,o4-mini-high P6,draw,42,1.2266123294830322,736
gemini-flash-2.0 P6,o4-mini-high P6,1,o4-mini-high P6,gemini-flash-2.0 P6,o4-mini-high P6,39,0.7930693626403809,737
claude3.7-sonnet P8,gpt4o P6,0,gpt4o P6,claude3.7-sonnet P8,claude3.7-sonnet P8,32,11.961045742034912,738
claude3.7-sonnet P8,gpt4o P6,1,claude3.7-sonnet P8,gpt4o P6,gpt4o P6,36,15.459859609603882,739
gemini-flash-2.0-thinking P8,gpt4o P6,0,gpt4o P6,gemini-flash-2.0-thinking P8,gemini-flash-2.0-thinking P8,34,19.086551189422607,740
gemini-flash-2.0-thinking P8,gpt4o P6,1,gemini-flash-2.0-thinking P8,gpt4o P6,gpt4o P6,20,16.521947622299194,741
Negamax P6,o4-mini-high P8,0,Negamax P6,o4-mini-high P8,o4-mini-high P8,30,3.8093292713165283,742
Negamax P6,o4-mini-high P8,1,o4-mini-high P8,Negamax P6,o4-mini-high P8,23,3.1682803630828857,743
Negamax P6,gemini-flash-2.0-thinking P6,0,Negamax P6,gemini-flash-2.0-thinking P6,gemini-flash-2.0-thinking P6,30,5.210463047027588,744
Negamax P6,gemini-flash-2.0-thinking P6,1,gemini-flash-2.0-thinking P6,Negamax P6,gemini-flash-2.0-thinking P6,25,5.03694748878479,745
Gemini2.5 Flash Thinking P6,o1 P6,0,o1 P6,Gemini2.5 Flash Thinking P6,o1 P6,7,0.37352895736694336,746
Gemini2.5 Flash Thinking P6,o1 P6,1,Gemini2.5 Flash Thinking P6,o1 P6,Gemini2.5 Flash Thinking P6,39,1.367124319076538,747
Negamax5 P10,QwQ P6,0,Negamax5 P10,QwQ P6,QwQ P6,38,13.755216360092163,748
Negamax5 P10,QwQ P6,1,QwQ P6,Negamax5 P10,QwQ P6,39,17.609544038772583,749
Negamax4 P6,r1 T0.5,0,Negamax4 P6,r1 T0.5,Negamax4 P6,19,4.582413911819458,750
Negamax4 P6,r1 T0.5,1,r1 T0.5,Negamax4 P6,Negamax4 P6,28,7.169125080108643,751
Gemini2.5 Pro P4 T0.25,o4-mini-high P6,0,Gemini2.5 Pro P4 T0.25,o4-mini-high P6,draw,42,0.8535809516906738,752
Gemini2.5 Pro P4 T0.25,o4-mini-high P6,1,o4-mini-high P6,Gemini2.5 Pro P4 T0.25,o4-mini-high P6,35,0.6955618858337402,753
gpt4o P6,r1 T0.25,0,gpt4o P6,r1 T0.25,gpt4o P6,11,6.541070222854614,754
gpt4o P6,r1 T0.25,1,r1 T0.25,gpt4o P6,draw,42,18.653138160705566,755
LeChat P6,gemini-pro-2.0 P6,0,gemini-pro-2.0 P6,LeChat P6,LeChat P6,36,2.833250045776367,756
LeChat P6,gemini-pro-2.0 P6,1,LeChat P6,gemini-pro-2.0 P6,draw,42,2.1026854515075684,757
Negamax5B P6,same.dev P6,0,Negamax5B P6,same.dev P6,Negamax5B P6,33,0.9980902671813965,758
Negamax5B P6,same.dev P6,1,same.dev P6,Negamax5B P6,same.dev P6,39,2.286196231842041,759
Gemini2.5 Pro P6 T0.25,Gemma2 P8,0,Gemma2 P8,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,8,2.7802507877349854,760
Gemini2.5 Pro P6 T0.25,Gemma2 P8,1,Gemini2.5 Pro P6 T0.25,Gemma2 P8,Gemini2.5 Pro P6 T0.25,7,2.405211925506592,761
Negamax5B P10,QwQ P6,0,Negamax5B P10,QwQ P6,QwQ P6,38,10.645424604415894,762
Negamax5B P10,QwQ P6,1,QwQ P6,Negamax5B P10,QwQ P6,39,13.865730285644531,763
Gemini2.5 Pro P6 T0.25,Negamax4 P4 T0.25,0,Negamax4 P4 T0.25,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,40,2.4967243671417236,764
Gemini2.5 Pro P6 T0.25,Negamax4 P4 T0.25,1,Gemini2.5 Pro P6 T0.25,Negamax4 P4 T0.25,Negamax4 P4 T0.25,34,2.622227430343628,765
Gemma2 P6,claude3.7-sonnet P6,0,claude3.7-sonnet P6,Gemma2 P6,claude3.7-sonnet P6,15,2.7077412605285645,766
Gemma2 P6,claude3.7-sonnet P6,1,Gemma2 P6,claude3.7-sonnet P6,claude3.7-sonnet P6,16,2.9777567386627197,767
Gemini2.5 Pro P6 T0.25,o1 P8,0,o1 P8,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,38,13.761690378189087,768
Gemini2.5 Pro P6 T0.25,o1 P8,1,Gemini2.5 Pro P6 T0.25,o1 P8,Gemini2.5 Pro P6 T0.25,39,17.49704337120056,769
gemini-pro-2.0 P8,o1 P6,0,gemini-pro-2.0 P8,o1 P6,gemini-pro-2.0 P8,35,12.846618890762329,770
gemini-pro-2.0 P8,o1 P6,1,o1 P6,gemini-pro-2.0 P8,gemini-pro-2.0 P8,38,18.91716504096985,771
Gemini2.5 Pro P6 T0.25,Negamax P6,0,Negamax P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,32,6.355559587478638,772
Gemini2.5 Pro P6 T0.25,Negamax P6,1,Gemini2.5 Pro P6 T0.25,Negamax P6,Gemini2.5 Pro P6 T0.25,21,5.21345591545105,773
Negamax5 P8,gemini-flash-2.0 P6,0,Negamax5 P8,gemini-flash-2.0 P6,Negamax5 P8,39,1.6001403331756592,774
Negamax5 P8,gemini-flash-2.0 P6,1,gemini-flash-2.0 P6,Negamax5 P8,draw,42,2.7447361946105957,775
o4-mini-high P6,same.dev P6,0,same.dev P6,o4-mini-high P6,same.dev P6,39,2.187685489654541,776
o4-mini-high P6,same.dev P6,1,o4-mini-high P6,same.dev P6,o4-mini-high P6,23,0.8865764141082764,777
Negamax3 P6,o3 P6,0,Negamax3 P6,o3 P6,Negamax3 P6,27,3.3853001594543457,778
Negamax3 P6,o3 P6,1,o3 P6,Negamax3 P6,Negamax3 P6,22,2.4042062759399414,779
Negamax5 P6,claude3.7-sonnet-thinking P8,0,Negamax5 P6,claude3.7-sonnet-thinking P8,draw,42,7.175127983093262,780
Negamax5 P6,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,Negamax5 P6,claude3.7-sonnet-thinking P8,39,7.56966757774353,781
o1 P6,same.dev P6,0,same.dev P6,o1 P6,same.dev P6,35,4.888928413391113,782
o1 P6,same.dev P6,1,o1 P6,same.dev P6,o1 P6,7,0.41403698921203613,783
claude3.7-sonnet-thinking P6,o4-mini-high P12,0,claude3.7-sonnet-thinking P6,o4-mini-high P12,o4-mini-high P12,42,8.697266578674316,784
claude3.7-sonnet-thinking P6,o4-mini-high P12,1,o4-mini-high P12,claude3.7-sonnet-thinking P6,o4-mini-high P12,41,7.1031248569488525,785
Negamax5 P8,gemini-pro-2.0 P8,0,Negamax5 P8,gemini-pro-2.0 P8,gemini-pro-2.0 P8,32,10.76794719696045,786
Negamax5 P8,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,Negamax5 P8,Negamax5 P8,40,9.589847803115845,787
LeChat P8,claude3.7-sonnet-thinking P6,0,claude3.7-sonnet-thinking P6,LeChat P8,claude3.7-sonnet-thinking P6,33,7.5031578540802,788
LeChat P8,claude3.7-sonnet-thinking P6,1,LeChat P8,claude3.7-sonnet-thinking P6,draw,42,4.872929573059082,789
Gemma2 P6,r1 T0.5,0,r1 T0.5,Gemma2 P6,Gemma2 P6,10,2.958261728286743,790
Gemma2 P6,r1 T0.5,1,Gemma2 P6,r1 T0.5,Gemma2 P6,7,1.984178066253662,791
Negamax5B P10,Negamax5B P6,0,Negamax5B P6,Negamax5B P10,draw,42,4.609406471252441,792
Negamax5B P10,Negamax5B P6,1,Negamax5B P10,Negamax5B P6,draw,42,4.381388902664185,793
Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P6,0,gemini-pro-2.0 P6,Gemini2.5 Pro P6 T0.25,draw,42,5.700998544692993,794
Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P6,1,Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P6,gemini-pro-2.0 P6,20,3.07877779006958,795
Gemma2 P6,Negamax5 P10,0,Negamax5 P10,Gemma2 P6,Negamax5 P10,31,9.83386516571045,796
Gemma2 P6,Negamax5 P10,1,Gemma2 P6,Negamax5 P10,Negamax5 P10,30,11.261500835418701,797
Negamax3 P6,Negamax4 P4 T0.25,0,Negamax3 P6,Negamax4 P4 T0.25,Negamax4 P4 T0.25,30,0.3035268783569336,798
Negamax3 P6,Negamax4 P4 T0.25,1,Negamax4 P4 T0.25,Negamax3 P6,Negamax4 P4 T0.25,35,0.30452609062194824,799
Negamax4 P8,o4-mini-high P10,0,Negamax4 P8,o4-mini-high P10,o4-mini-high P10,30,1.8081574440002441,800
Negamax4 P8,o4-mini-high P10,1,o4-mini-high P10,Negamax4 P8,Negamax4 P8,38,2.9992685317993164,801
LeChat P10,Qwen3 P6,0,LeChat P10,Qwen3 P6,LeChat P10,21,9.586847066879272,802
LeChat P10,Qwen3 P6,1,Qwen3 P6,LeChat P10,Qwen3 P6,7,4.0093560218811035,803
Random Bot,gemini-pro-2.0 P8,0,Random Bot,gemini-pro-2.0 P8,gemini-pro-2.0 P8,8,2.1486852169036865,804
Random Bot,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,Random Bot,gemini-pro-2.0 P8,7,2.1831958293914795,805
claude3.7-sonnet-thinking P6,o3 P8,0,claude3.7-sonnet-thinking P6,o3 P8,claude3.7-sonnet-thinking P6,29,9.649352550506592,806
claude3.7-sonnet-thinking P6,o3 P8,1,o3 P8,claude3.7-sonnet-thinking P6,claude3.7-sonnet-thinking P6,30,6.89611291885376,807
Gemini2.5 Pro P6 T0.25,Qwen3 P6,0,Gemini2.5 Pro P6 T0.25,Qwen3 P6,Gemini2.5 Pro P6 T0.25,23,5.17946195602417,808
Gemini2.5 Pro P6 T0.25,Qwen3 P6,1,Qwen3 P6,Gemini2.5 Pro P6 T0.25,Gemini2.5 Pro P6 T0.25,16,2.632229804992676,809
gemini-flash-2.0-thinking P8,gpt4o P8,0,gpt4o P8,gemini-flash-2.0-thinking P8,gemini-flash-2.0-thinking P8,30,18.22459125518799,810
gemini-flash-2.0-thinking P8,gpt4o P8,1,gemini-flash-2.0-thinking P8,gpt4o P8,gpt4o P8,20,16.016416311264038,811
Gemini2.5 Pro P6,o1 P6,0,o1 P6,Gemini2.5 Pro P6,Gemini2.5 Pro P6,28,5.973530054092407,812
Gemini2.5 Pro P6,o1 P6,1,Gemini2.5 Pro P6,o1 P6,o1 P6,40,3.6728293895721436,813
gemini-flash-2.0 P6,gemini-pro-2.0 P8,0,gemini-flash-2.0 P6,gemini-pro-2.0 P8,gemini-flash-2.0 P6,33,10.474425077438354,814
gemini-flash-2.0 P6,gemini-pro-2.0 P8,1,gemini-pro-2.0 P8,gemini-flash-2.0 P6,gemini-pro-2.0 P8,7,2.807249069213867,815
LeChat P8,Negamax4 P6,0,Negamax4 P6,LeChat P8,draw,42,2.014176845550537,816
LeChat P8,Negamax4 P6,1,LeChat P8,Negamax4 P6,Negamax4 P6,34,3.027268648147583,817
QwQ P6,gemini-flash-2.0 P6,0,gemini-flash-2.0 P6,QwQ P6,QwQ P6,22,8.587252378463745,818
QwQ P6,gemini-flash-2.0 P6,1,QwQ P6,gemini-flash-2.0 P6,QwQ P6,9,5.811023950576782,819
Gemini2.5 Flash Thinking P6,Qwen3 P6,0,Gemini2.5 Flash Thinking P6,Qwen3 P6,Qwen3 P6,26,2.1066858768463135,820
Gemini2.5 Flash Thinking P6,Qwen3 P6,1,Qwen3 P6,Gemini2.5 Flash Thinking P6,Qwen3 P6,7,0.7890753746032715,821
Negamax5B P10,o4-mini-high P6,0,Negamax5B P10,o4-mini-high P6,Negamax5B P10,41,3.9643564224243164,822
Negamax5B P10,o4-mini-high P6,1,o4-mini-high P6,Negamax5B P10,draw,42,3.983358383178711,823
Default Bot,gemini-pro-2.0 P6,0,Default Bot,gemini-pro-2.0 P6,gemini-pro-2.0 P6,20,1.169109582901001,824
Default Bot,gemini-pro-2.0 P6,1,gemini-pro-2.0 P6,Default Bot,gemini-pro-2.0 P6,7,0.5145442485809326,825
Gemini2.5 Pro P4 T0.25,Qwen3 P6,0,Gemini2.5 Pro P4 T0.25,Qwen3 P6,Gemini2.5 Pro P4 T0.25,17,3.3903021812438965,826
Gemini2.5 Pro P4 T0.25,Qwen3 P6,1,Qwen3 P6,Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P4 T0.25,30,5.347972631454468,827
Negamax4 P4 T0.25,o3 P10,0,Negamax4 P4 T0.25,o3 P10,Negamax4 P4 T0.25,17,2.619229555130005,828
Negamax4 P4 T0.25,o3 P10,1,o3 P10,Negamax4 P4 T0.25,Negamax4 P4 T0.25,16,4.016356468200684,829
Default Bot,same.dev P6,0,Default Bot,same.dev P6,Default Bot,7,0.0,830
Default Bot,same.dev P6,1,same.dev P6,Default Bot,same.dev P6,15,1.3226141929626465,831
Default Bot,Gemini2.5 Pro P4 T0.25,0,Default Bot,Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P4 T0.25,10,0.25952649116516113,832
Default Bot,Gemini2.5 Pro P4 T0.25,1,Gemini2.5 Pro P4 T0.25,Default Bot,Gemini2.5 Pro P4 T0.25,9,0.33052849769592285,833
Negamax5B P10,gpt4o P8,0,Negamax5B P10,gpt4o P8,gpt4o P8,34,10.737439632415771,834
Negamax5B P10,gpt4o P8,1,gpt4o P8,Negamax5B P10,gpt4o P8,39,11.960066556930542,835
claude3.7-sonnet-thinking P6,o1 P8,0,claude3.7-sonnet-thinking P6,o1 P8,claude3.7-sonnet-thinking P6,35,28.41049361228943,836
claude3.7-sonnet-thinking P6,o1 P8,1,o1 P8,claude3.7-sonnet-thinking P6,claude3.7-sonnet-thinking P6,34,22.475491046905518,837
LeChat P8,Negamax5B P6,0,Negamax5B P6,LeChat P8,draw,42,2.0341806411743164,838
LeChat P8,Negamax5B P6,1,LeChat P8,Negamax5B P6,Negamax5B P6,38,2.984264850616455,839
Negamax4 P6,claude3.7-sonnet P6,0,Negamax4 P6,claude3.7-sonnet P6,claude3.7-sonnet P6,32,4.692915439605713,840
Negamax4 P6,claude3.7-sonnet P6,1,claude3.7-sonnet P6,Negamax4 P6,draw,42,5.5059895515441895,841
Negamax4 P8,Negamax5 P10,0,Negamax4 P8,Negamax5 P10,draw,42,5.212463140487671,842
Negamax4 P8,Negamax5 P10,1,Negamax5 P10,Negamax4 P8,draw,42,5.290974140167236,843
Gemma2 P8,claude3.7-sonnet P10,0,claude3.7-sonnet P10,Gemma2 P8,claude3.7-sonnet P10,15,6.351569414138794,844
Gemma2 P8,claude3.7-sonnet P10,1,Gemma2 P8,claude3.7-sonnet P10,claude3.7-sonnet P10,20,8.068715810775757,845
claude3.7-sonnet P8,o4-mini-high P10,0,claude3.7-sonnet P8,o4-mini-high P10,o4-mini-high P10,42,6.013533353805542,846
claude3.7-sonnet P8,o4-mini-high P10,1,o4-mini-high P10,claude3.7-sonnet P8,claude3.7-sonnet P8,32,5.477991819381714,847
gpt4o P6,o3 P8,0,gpt4o P6,o3 P8,gpt4o P6,19,9.723355531692505,848
gpt4o P6,o3 P8,1,o3 P8,gpt4o P6,gpt4o P6,16,9.386840343475342,849
Gemma2 P8,gemini-pro-2.0 P8,0,gemini-pro-2.0 P8,Gemma2 P8,gemini-pro-2.0 P8,7,4.083867788314819,850
Gemma2 P8,gemini-pro-2.0 P8,1,Gemma2 P8,gemini-pro-2.0 P8,gemini-pro-2.0 P8,8,5.34297251701355,851
Negamax4 P8,claude3.7-sonnet-thinking P8,0,Negamax4 P8,claude3.7-sonnet-thinking P8,draw,42,7.930200576782227,852
Negamax4 P8,claude3.7-sonnet-thinking P8,1,claude3.7-sonnet-thinking P8,Negamax4 P8,claude3.7-sonnet-thinking P8,35,10.89147138595581,853
Gemini2.5 Pro P6,Negamax4 P8,0,Negamax4 P8,Gemini2.5 Pro P6,Negamax4 P8,41,2.4977238178253174,854
Gemini2.5 Pro P6,Negamax4 P8,1,Gemini2.5 Pro P6,Negamax4 P8,Gemini2.5 Pro P6,39,4.44790244102478,855
gpt4o P10,gpt4o P8,0,gpt4o P8,gpt4o P10,gpt4o P8,39,17.816571474075317,856
gpt4o P10,gpt4o P8,1,gpt4o P10,gpt4o P8,gpt4o P10,39,17.523059368133545,857
