bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Negamax3 P6,gemini-pro-2.0 P6,0,2,0,2,39,5.832025527954102,Negamax3,gemini-pro-2.0
claude3.7-sonnet P6,r1 T0.5,2,0,0,2,43,17.029029607772827,claude3.7-sonnet,r1
LeChat P6,Negamax4 P8,1,1,0,2,74,3.3953022956848145,LeChat,Negamax4
Negamax5 P10,Negamax5 P6,0,0,2,2,84,8.886787176132202,Negamax5,Negamax5
Gemini2.5 Flash Thinking P6,LeChat P6,0,2,0,2,47,1.4511256217956543,Gemini2.5 Flash Thinking,LeChat
gpt4o P10,o1 P8,2,0,0,2,67,51.033554553985596,gpt4o,o1
Gemma2 P8,claude3.7-sonnet-thinking P6,0,2,0,2,19,7.294151306152344,Gemma2,claude3.7-sonnet-thinking
gemini-flash-2.0-thinking P8,o3-mini-high P6,1,1,0,2,54,29.419656991958618,gemini-flash-2.0-thinking,o3-mini-high
Gemini2.5 Flash Thinking P6,claude3.7-sonnet P6,0,2,0,2,41,6.236061096191406,Gemini2.5 Flash Thinking,claude3.7-sonnet
Gemini2.5 Pro P6,gemini-flash-2.0-thinking P6,2,0,0,2,65,14.94133710861206,Gemini2.5 Pro,gemini-flash-2.0-thinking
Gemini2.5 Pro P6,o3-mini-high P6,0,2,0,2,79,16.376950979232788,Gemini2.5 Pro,o3-mini-high
claude3.7-sonnet P6,gemini-flash-2.0 P6,1,1,0,2,26,5.487990140914917,claude3.7-sonnet,gemini-flash-2.0
Gemma2 P6,Negamax5B P6,0,2,0,2,59,2.159686803817749,Gemma2,Negamax5B
Random Bot,gemini-pro-2.0 P6,0,2,0,2,21,1.8581650257110596,RandomBot,gemini-pro-2.0
LeChat P8,o3 P6,2,0,0,2,27,7.548171520233154,LeChat,o3
LeChat P10,Negamax2 P6,1,1,0,2,42,15.485885381698608,LeChat,Negamax2
Gemini2.5 Pro P6 T0.25,same.dev P6,1,1,0,2,46,4.597412347793579,Gemini2.5 Pro,same.dev
LeChat P6,o3 P6,2,0,0,2,41,7.050626993179321,LeChat,o3
gemini-flash-2.0 P8,gpt4o P8,0,2,0,2,49,19.706765174865723,gemini-flash-2.0,gpt4o
claude3.7-sonnet-thinking P6,r1 T0.25,2,0,0,2,27,10.020896434783936,claude3.7-sonnet-thinking,r1
Gemini2.5 Pro P6,Negamax2 P8,2,0,0,2,63,20.187803506851196,Gemini2.5 Pro,Negamax2
Negamax P6,Negamax2 P6,1,1,0,2,76,6.456084489822388,Negamax,Negamax2
Negamax5 P10,o4-mini-high P6,1,0,1,2,83,7.906208276748657,Negamax5,o4-mini-high
Qwen3 P6,o4-mini-high P12,0,2,0,2,29,14.55730676651001,Qwen3,o4-mini-high
gpt4o P10,o4-mini-high P12,2,0,0,2,77,33.13947582244873,gpt4o,o4-mini-high
o3 P8,r1 T0.5,2,0,0,2,25,10.088404655456543,o3,r1
Negamax5B P10,claude3.7-sonnet P8,1,1,0,2,50,15.664397716522217,Negamax5B,claude3.7-sonnet
Gemini2.5 Pro P6,Negamax5 P10,1,0,1,2,81,13.149672031402588,Gemini2.5 Pro,Negamax5
Gemini2.5 Pro P4 T0.25,Negamax5B P8,0,1,1,2,82,3.3317952156066895,Gemini2.5 Pro,Negamax5B
Negamax4 P6,QwQ P6,0,2,0,2,73,19.385727167129517,Negamax4,QwQ
Gemini2.5 Flash Thinking P8,Qwen3 P6,1,1,0,2,46,5.694007635116577,Gemini2.5 Flash Thinking,Qwen3
Gemma2 P8,Negamax5B P8,0,2,0,2,63,13.267177820205688,Gemma2,Negamax5B
LeChat P10,Negamax5B P6,0,0,2,2,84,11.488526344299316,LeChat,Negamax5B
gpt4o P8,o4-mini-high P12,1,0,1,2,81,28.05650568008423,gpt4o,o4-mini-high
Negamax5B P6,claude3.7-sonnet-thinking P6,2,0,0,2,83,6.27606201171875,Negamax5B,claude3.7-sonnet-thinking
Negamax4 P4 T0.25,gemini-pro-2.0 P8,0,2,0,2,51,15.247359037399292,Negamax4,gemini-pro-2.0
Negamax3 P8,o4-mini-high P10,0,2,0,2,53,7.5506751537323,Negamax3,o4-mini-high
Gemini2.5 Flash Thinking P6,Negamax3 P8,0,2,0,2,47,5.062443256378174,Gemini2.5 Flash Thinking,Negamax3
Negamax4 P8,Qwen3 P6,2,0,0,2,39,10.283417463302612,Negamax4,Qwen3
Negamax5B P8,o3 P6,2,0,0,2,41,7.929194211959839,Negamax5B,o3
claude3.7-sonnet P10,o4-mini-high P8,1,0,1,2,74,10.39991545677185,claude3.7-sonnet,o4-mini-high
Default Bot,LeChat P10,1,1,0,2,20,7.462160110473633,DefaultBot,LeChat
Gemini2.5 Pro P4 T0.25,Random Bot,2,0,0,2,29,1.1585988998413086,Gemini2.5 Pro,RandomBot
Gemini2.5 Pro P4 T0.25,o1 P6,0,1,1,2,82,6.081032991409302,Gemini2.5 Pro,o1
gpt4o P10,o4-mini-high P10,1,0,1,2,81,20.702337503433228,gpt4o,o4-mini-high
Negamax P6,Negamax3 P8,1,1,0,2,76,6.514068603515625,Negamax,Negamax3
gpt4o P6,o4-mini-high P8,1,0,1,2,81,17.08550715446472,gpt4o,o4-mini-high
gemini-flash-2.0-thinking P6,o4-mini-high P12,1,1,0,2,56,16.51095962524414,gemini-flash-2.0-thinking,o4-mini-high
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet-thinking P6,0,1,1,2,68,8.144717454910278,Gemini2.5 Pro,claude3.7-sonnet-thinking
Negamax4 P10,o4-mini-high P10,0,0,2,2,84,28.999572277069092,Negamax4,o4-mini-high
Negamax5B P6,o4-mini-high P12,0,0,2,2,84,13.620195388793945,Negamax5B,o4-mini-high
Negamax2 P8,o1 P6,0,2,0,2,63,11.758033752441406,Negamax2,o1
Gemma2 P8,LeChat P6,0,2,0,2,39,13.050654649734497,Gemma2,LeChat
Gemini2.5 Flash Thinking P6,LeChat P10,0,2,0,2,49,10.866457223892212,Gemini2.5 Flash Thinking,LeChat
gemini-flash-2.0-thinking P8,gemini-pro-2.0 P8,0,1,1,2,69,46.383139848709106,gemini-flash-2.0-thinking,gemini-pro-2.0
Gemini2.5 Pro P6,gpt4o P8,1,1,0,2,56,19.42522883415222,Gemini2.5 Pro,gpt4o
Negamax2 P6,Negamax3 P6,1,1,0,2,76,0.45803356170654297,Negamax2,Negamax3
claude3.7-sonnet-thinking P8,o3 P6,2,0,0,2,45,13.130162715911865,claude3.7-sonnet-thinking,o3
gpt4o P6,o3 P10,2,0,0,2,31,18.74765920639038,gpt4o,o3
Gemini2.5 Flash Thinking P8,o4-mini-high P10,0,1,1,2,49,2.84624981880188,Gemini2.5 Flash Thinking,o4-mini-high
Negamax5B P6,gemini-pro-2.0 P8,0,2,0,2,63,18.681150436401367,Negamax5B,gemini-pro-2.0
gemini-flash-2.0 P8,o1 P6,0,2,0,2,31,7.3611485958099365,gemini-flash-2.0,o1
gemini-flash-2.0-thinking P6,gemini-pro-2.0 P8,0,1,1,2,76,28.279009342193604,gemini-flash-2.0-thinking,gemini-pro-2.0
Gemini2.5 Pro P6,gpt4o P6,1,1,0,2,62,20.990856885910034,Gemini2.5 Pro,gpt4o
Negamax3 P8,Negamax5B P8,0,2,0,2,57,7.219640731811523,Negamax3,Negamax5B
Gemini2.5 Flash Thinking P8,r1 T0.5,0,1,1,2,49,14.030237913131714,Gemini2.5 Flash Thinking,r1
gemini-flash-2.0 P6,gemini-flash-2.0 P8,1,1,0,2,50,6.705097198486328,gemini-flash-2.0,gemini-flash-2.0
claude3.7-sonnet-thinking P6,r1 T0.5,2,0,0,2,27,10.104395627975464,claude3.7-sonnet-thinking,r1
Negamax5B P8,o4-mini-high P6,0,1,1,2,72,1.567140817642212,Negamax5B,o4-mini-high
Negamax5 P8,r1 T0.25,1,0,1,2,61,16.42944836616516,Negamax5,r1
Gemma2 P8,o4-mini-high P6,0,2,0,2,41,11.91155457496643,Gemma2,o4-mini-high
gemini-flash-2.0-thinking P8,r1 T0.5,2,0,0,2,41,26.94688391685486,gemini-flash-2.0-thinking,r1
gemini-flash-2.0-thinking P6,gemini-pro-2.0 P6,1,1,0,2,66,12.252588987350464,gemini-flash-2.0-thinking,gemini-pro-2.0
gemini-flash-2.0 P6,gpt4o P10,0,0,2,2,84,21.033854007720947,gemini-flash-2.0,gpt4o
Negamax2 P6,claude3.7-sonnet-thinking P8,0,2,0,2,37,10.41192626953125,Negamax2,claude3.7-sonnet-thinking
Gemini2.5 Pro P6,Negamax5B P10,1,0,1,2,81,12.856644868850708,Gemini2.5 Pro,Negamax5B
Gemma2 P6,Negamax4 P10,0,2,0,2,63,132.97827672958374,Gemma2,Negamax4
Gemini2.5 Pro P6 T0.25,o3 P8,2,0,0,2,37,12.033582210540771,Gemini2.5 Pro,o3
Negamax5B P8,o3 P10,2,0,0,2,37,9.864384651184082,Negamax5B,o3
Negamax2 P6,same.dev P6,2,0,0,2,17,0.16151070594787598,Negamax2,same.dev
Negamax4 P10,QwQ P6,0,2,0,2,77,48.72634434700012,Negamax4,QwQ
Gemini2.5 Flash Thinking P8,Negamax4 P10,0,1,1,2,49,23.19505786895752,Gemini2.5 Flash Thinking,Negamax4
Negamax4 P4 T0.25,o3 P6,2,0,0,2,41,5.183467388153076,Negamax4,o3
Gemini2.5 Pro P4 T0.25,gemini-flash-2.0-thinking P8,1,1,0,2,64,26.23232364654541,Gemini2.5 Pro,gemini-flash-2.0-thinking
Negamax P6,o4-mini-high P6,0,2,0,2,55,6.4115753173828125,Negamax,o4-mini-high
claude3.7-sonnet P10,o3 P10,1,1,0,2,24,9.814876079559326,claude3.7-sonnet,o3
Negamax3 P6,Negamax4 P10,0,2,0,2,65,70.76233434677124,Negamax3,Negamax4
LeChat P8,Random Bot,2,0,0,2,15,1.6626496315002441,LeChat,RandomBot
Gemini2.5 Pro P6 T0.25,Negamax5B P6,0,2,0,2,69,5.781522274017334,Gemini2.5 Pro,Negamax5B
Gemini2.5 Flash Thinking P8,o4-mini-high P6,0,1,1,2,49,1.5246343612670898,Gemini2.5 Flash Thinking,o4-mini-high
LeChat P6,gpt4o P10,0,1,1,2,81,19.254710912704468,LeChat,gpt4o
o3 P6,o3-mini-high P6,0,2,0,2,31,7.089138746261597,o3,o3-mini-high
claude3.7-sonnet-thinking P8,o4-mini-high P6,1,0,1,2,77,13.82723617553711,claude3.7-sonnet-thinking,o4-mini-high
Negamax3 P8,Negamax5B P6,0,2,0,2,67,4.022358417510986,Negamax3,Negamax5B
o3 P10,o3 P8,1,1,0,2,52,22.00596284866333,o3,o3
Gemma2 P6,Negamax5 P6,0,2,0,2,59,2.145688056945801,Gemma2,Negamax5
Negamax4 P4 T0.25,o4-mini-high P12,0,1,1,2,81,9.290337562561035,Negamax4,o4-mini-high
Negamax4 P4 T0.25,Negamax4 P8,1,1,0,2,76,2.654235601425171,Negamax4,Negamax4
Gemma2 P6,gpt4o P10,0,2,0,2,41,22.938549041748047,Gemma2,gpt4o
Negamax5B P10,Random Bot,2,0,0,2,31,5.9220290184021,Negamax5B,RandomBot
Gemma2 P6,gpt4o P6,0,2,0,2,39,14.721818447113037,Gemma2,gpt4o
Default Bot,o3-mini-high P6,0,2,0,2,23,2.010686159133911,DefaultBot,o3-mini-high
Negamax5 P8,Negamax5B P10,0,0,2,2,84,9.220332622528076,Negamax5,Negamax5B
Negamax5B P10,o3 P10,2,0,0,2,47,18.46015691757202,Negamax5B,o3
Negamax P6,o4-mini-high P10,0,2,0,2,53,9.282333612442017,Negamax,o4-mini-high
Negamax5 P10,gemini-pro-2.0 P6,1,0,1,2,78,18.60866689682007,Negamax5,gemini-pro-2.0
LeChat P6,gemini-pro-2.0 P8,0,2,0,2,63,19.091211318969727,LeChat,gemini-pro-2.0
gpt4o P6,o1 P6,2,0,0,2,77,20.628843069076538,gpt4o,o1
Negamax5B P6,o4-mini-high P8,0,0,2,2,84,0.5785465240478516,Negamax5B,o4-mini-high
LeChat P8,claude3.7-sonnet P6,1,1,0,2,68,13.880236864089966,LeChat,claude3.7-sonnet
Negamax5 P6,gpt4o P6,0,0,2,2,84,17.980615377426147,Negamax5,gpt4o
QwQ P6,o3 P8,2,0,0,2,39,24.21716594696045,QwQ,o3
Negamax4 P8,o3 P8,2,0,0,2,37,10.493440866470337,Negamax4,o3
Negamax4 P10,Negamax5 P6,0,0,2,2,84,26.50486922264099,Negamax4,Negamax5
Negamax4 P8,claude3.7-sonnet-thinking P6,1,0,1,2,84,10.853964567184448,Negamax4,claude3.7-sonnet-thinking
Negamax5 P8,o4-mini-high P12,0,1,1,2,72,14.962832689285278,Negamax5,o4-mini-high
Default Bot,r1 T0.5,1,1,0,2,14,4.485899448394775,DefaultBot,r1
Gemini2.5 Flash Thinking P6,Negamax4 P6,0,2,0,2,33,0.9395804405212402,Gemini2.5 Flash Thinking,Negamax4
Gemma2 P8,o1 P8,0,2,0,2,17,22.078476667404175,Gemma2,o1
gemini-flash-2.0 P6,gemini-pro-2.0 P6,0,2,0,2,35,4.112861633300781,gemini-flash-2.0,gemini-pro-2.0
LeChat P8,r1 T0.25,2,0,0,2,33,11.488521575927734,LeChat,r1
o3 P6,same.dev P6,1,0,1,2,51,4.7554240226745605,o3,same.dev
Qwen3 P6,o3 P6,2,0,0,2,47,7.5401647090911865,Qwen3,o3
Default Bot,QwQ P6,0,2,0,2,17,7.593673229217529,DefaultBot,QwQ
Gemini2.5 Pro P6 T0.25,o4-mini-high P6,1,1,0,2,74,5.098949909210205,Gemini2.5 Pro,o4-mini-high
Gemini2.5 Pro P6 T0.25,Negamax4 P6,1,1,0,2,80,5.909021377563477,Gemini2.5 Pro,Negamax4
LeChat P6,same.dev P6,1,0,1,2,65,4.788424730300903,LeChat,same.dev
LeChat P6,o4-mini-high P10,0,0,2,2,84,3.86484432220459,LeChat,o4-mini-high
Negamax5B P10,o4-mini-high P12,1,0,1,2,83,24.466688632965088,Negamax5B,o4-mini-high
Negamax4 P8,gpt4o P8,0,1,1,2,81,20.570326566696167,Negamax4,gpt4o
Negamax4 P4 T0.25,Negamax4 P6,0,0,2,2,84,0.337526798248291,Negamax4,Negamax4
LeChat P6,Negamax4 P10,0,0,2,2,84,27.65497064590454,LeChat,Negamax4
Negamax3 P6,o4-mini-high P12,0,2,0,2,43,15.85739803314209,Negamax3,o4-mini-high
Gemini2.5 Pro P4 T0.25,o3 P6,0,1,1,2,82,6.002525329589844,Gemini2.5 Pro,o3
Negamax5 P10,gemini-flash-2.0-thinking P8,1,1,0,2,68,31.3062846660614,Negamax5,gemini-flash-2.0-thinking
Negamax4 P4 T0.25,r1 T0.25,1,0,1,2,61,15.031321287155151,Negamax4,r1
o4-mini-high P10,same.dev P6,1,1,0,2,62,6.856102705001831,o4-mini-high,same.dev
Negamax2 P6,o3-mini-high P6,0,2,0,2,57,11.504508256912231,Negamax2,o3-mini-high
LeChat P8,gemini-flash-2.0-thinking P8,0,2,0,2,39,19.817749738693237,LeChat,gemini-flash-2.0-thinking
gpt4o P8,same.dev P6,1,0,1,2,81,23.02454686164856,gpt4o,same.dev
gpt4o P6,o4-mini-high P10,1,0,1,2,81,19.846258878707886,gpt4o,o4-mini-high
Negamax5 P8,gpt4o P6,0,1,1,2,81,18.162604570388794,Negamax5,gpt4o
Gemini2.5 Flash Thinking P6,gemini-pro-2.0 P6,0,2,0,2,39,3.247278928756714,Gemini2.5 Flash Thinking,gemini-pro-2.0
gemini-pro-2.0 P6,o4-mini-high P10,0,1,1,2,78,7.641661167144775,gemini-pro-2.0,o4-mini-high
Negamax P6,Negamax4 P4 T0.25,0,2,0,2,65,7.280134439468384,Negamax,Negamax4
Gemini2.5 Flash Thinking P6,Negamax5 P8,0,2,0,2,31,2.325700283050537,Gemini2.5 Flash Thinking,Negamax5
Negamax2 P6,o4-mini-high P10,0,2,0,2,53,3.4262969493865967,Negamax2,o4-mini-high
Negamax4 P8,claude3.7-sonnet P8,1,1,0,2,50,9.605836629867554,Negamax4,claude3.7-sonnet
Negamax4 P10,o4-mini-high P12,0,0,2,2,84,32.3393657207489,Negamax4,o4-mini-high
Negamax4 P4 T0.25,Negamax5B P8,1,0,1,2,80,1.77915620803833,Negamax4,Negamax5B
Negamax3 P6,gemini-flash-2.0-thinking P6,0,2,0,2,55,5.155455589294434,Negamax3,gemini-flash-2.0-thinking
Qwen3 P6,o1 P8,0,2,0,2,43,22.476969957351685,Qwen3,o1
claude3.7-sonnet-thinking P8,gpt4o P8,1,0,1,2,77,31.708299160003662,claude3.7-sonnet-thinking,gpt4o
Negamax3 P8,o4-mini-high P12,0,2,0,2,43,21.150855779647827,Negamax3,o4-mini-high
Negamax4 P10,Negamax5 P10,0,0,2,2,84,31.698298692703247,Negamax4,Negamax5
Negamax4 P6,Random Bot,2,0,0,2,23,0.12050819396972656,Negamax4,RandomBot
Gemini2.5 Pro P4 T0.25,gemini-pro-2.0 P6,1,1,0,2,74,7.216627597808838,Gemini2.5 Pro,gemini-pro-2.0
Negamax4 P8,Negamax5 P8,0,0,2,2,84,4.202366828918457,Negamax4,Negamax5
Negamax5 P8,o3-mini-high P6,0,1,1,2,77,8.594749689102173,Negamax5,o3-mini-high
Gemini2.5 Pro P6,LeChat P6,1,1,0,2,74,6.9516096115112305,Gemini2.5 Pro,LeChat
Gemini2.5 Flash Thinking P8,claude3.7-sonnet P10,0,2,0,2,45,8.736257076263428,Gemini2.5 Flash Thinking,claude3.7-sonnet
Negamax2 P6,o1 P6,1,1,0,2,80,13.680183410644531,Negamax2,o1
Gemini2.5 Flash Thinking P8,Negamax5 P8,0,1,1,2,49,2.5087156295776367,Gemini2.5 Flash Thinking,Negamax5
QwQ P6,r1 T0.25,2,0,0,2,27,17.33500623703003,QwQ,r1
gpt4o P10,same.dev P6,0,2,0,2,75,24.3511323928833,gpt4o,same.dev
Gemma2 P8,Negamax2 P8,1,1,0,2,58,44.13940119743347,Gemma2,Negamax2
Gemini2.5 Pro P4 T0.25,Gemma2 P6,2,0,0,2,17,1.2361068725585938,Gemini2.5 Pro,Gemma2
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet P8,2,0,0,2,47,11.210975885391235,Gemini2.5 Pro,claude3.7-sonnet
gpt4o P10,o4-mini-high P8,2,0,0,2,77,18.60961937904358,gpt4o,o4-mini-high
Negamax3 P8,Negamax5 P8,0,2,0,2,57,6.260045528411865,Negamax3,Negamax5
Negamax2 P6,gemini-flash-2.0-thinking P8,0,2,0,2,61,25.558239221572876,Negamax2,gemini-flash-2.0-thinking
Negamax3 P8,o3-mini-high P6,0,2,0,2,57,20.311269521713257,Negamax3,o3-mini-high
Gemini2.5 Pro P4 T0.25,Gemma2 P8,2,0,0,2,15,4.4768898487091064,Gemini2.5 Pro,Gemma2
Negamax3 P8,r1 T0.25,2,0,0,2,17,5.980522155761719,Negamax3,r1
LeChat P6,Negamax5 P10,0,0,2,2,84,10.244889974594116,LeChat,Negamax5
gemini-flash-2.0 P8,o3 P8,0,2,0,2,25,10.299397230148315,gemini-flash-2.0,o3
Default Bot,Negamax4 P8,0,2,0,2,23,1.925668478012085,DefaultBot,Negamax4
Negamax4 P10,gemini-pro-2.0 P6,1,0,1,2,78,60.391335010528564,Negamax4,gemini-pro-2.0
Negamax4 P6,Negamax5B P6,0,0,2,2,84,0.6735608577728271,Negamax4,Negamax5B
Negamax5 P10,r1 T0.5,2,0,0,2,41,17.22700810432434,Negamax5,r1
Gemma2 P8,o4-mini-high P12,0,2,0,2,39,32.90439033508301,Gemma2,o4-mini-high
claude3.7-sonnet P6,gpt4o P10,1,1,0,2,48,22.015921592712402,claude3.7-sonnet,gpt4o
gpt4o P8,o4-mini-high P6,1,0,1,2,81,16.840977668762207,gpt4o,o4-mini-high
Negamax5 P6,o4-mini-high P10,0,0,2,2,84,3.080777406692505,Negamax5,o4-mini-high
o3 P10,same.dev P6,1,0,1,2,51,11.08796238899231,o3,same.dev
Gemini2.5 Flash Thinking P6,Negamax3 P6,1,1,0,2,40,1.157106876373291,Gemini2.5 Flash Thinking,Negamax3
Negamax5 P8,QwQ P6,0,2,0,2,77,22.540974617004395,Negamax5,QwQ
o3 P6,o4-mini-high P8,0,2,0,2,33,4.828426837921143,o3,o4-mini-high
gemini-pro-2.0 P8,same.dev P6,2,0,0,2,17,6.187548398971558,gemini-pro-2.0,same.dev
Negamax4 P4 T0.25,r1 T0.5,1,0,1,2,61,15.032312154769897,Negamax4,r1
Default Bot,o4-mini-high P12,0,2,0,2,23,6.1120405197143555,DefaultBot,o4-mini-high
Negamax4 P4 T0.25,gemini-pro-2.0 P6,1,0,1,2,78,4.808427333831787,Negamax4,gemini-pro-2.0
Negamax4 P6,Negamax5 P6,0,0,2,2,84,0.5960550308227539,Negamax4,Negamax5
Gemini2.5 Pro P6 T0.25,gemini-flash-2.0-thinking P6,0,2,0,2,79,9.214813232421875,Gemini2.5 Pro,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P6,o3 P6,0,2,0,2,49,6.257553815841675,Gemini2.5 Flash Thinking,o3
Negamax5B P10,gpt4o P10,1,1,0,2,80,24.974189519882202,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P8,LeChat P10,0,2,0,2,43,9.420345306396484,Gemini2.5 Flash Thinking,LeChat
Negamax5 P8,o4-mini-high P6,0,1,1,2,72,1.5831480026245117,Negamax5,o4-mini-high
o3-mini-high P6,o4-mini-high P6,1,1,0,2,64,5.558501243591309,o3-mini-high,o4-mini-high
Default Bot,Negamax4 P4 T0.25,0,2,0,2,17,0.01900005340576172,DefaultBot,Negamax4
LeChat P6,Negamax5 P6,0,0,2,2,84,1.1841111183166504,LeChat,Negamax5
Qwen3 P6,claude3.7-sonnet P10,0,2,0,2,31,7.724191427230835,Qwen3,claude3.7-sonnet
gemini-flash-2.0 P6,r1 T0.25,1,1,0,2,40,12.739134311676025,gemini-flash-2.0,r1
Negamax3 P6,o3 P8,2,0,0,2,63,13.68571424484253,Negamax3,o3
Negamax5B P6,gemini-pro-2.0 P6,1,0,1,2,78,4.4003989696502686,Negamax5B,gemini-pro-2.0
Gemini2.5 Pro P4 T0.25,Negamax5 P10,1,1,0,2,82,10.053898334503174,Gemini2.5 Pro,Negamax5
Negamax5B P10,o4-mini-high P8,1,0,1,2,83,9.428844690322876,Negamax5B,o4-mini-high
Negamax3 P6,Negamax5 P6,0,2,0,2,67,0.8905792236328125,Negamax3,Negamax5
Gemini2.5 Flash Thinking P8,o3-mini-high P6,0,2,0,2,45,6.780611991882324,Gemini2.5 Flash Thinking,o3-mini-high
Gemma2 P8,o3 P8,1,1,0,2,40,17.25552725791931,Gemma2,o3
Gemini2.5 Pro P6 T0.25,o1 P6,2,0,0,2,59,8.09122633934021,Gemini2.5 Pro,o1
Negamax5B P8,o3-mini-high P6,0,1,1,2,77,6.108046054840088,Negamax5B,o3-mini-high
LeChat P8,Negamax5 P8,0,0,2,2,84,5.8850274085998535,LeChat,Negamax5
Negamax5B P6,gemini-flash-2.0-thinking P8,1,1,0,2,60,18.93318009376526,Negamax5B,gemini-flash-2.0-thinking
Negamax2 P6,r1 T0.5,2,0,0,2,17,4.171374082565308,Negamax2,r1
Negamax5 P10,gpt4o P10,1,1,0,2,80,24.718688011169434,Negamax5,gpt4o
Gemini2.5 Flash Thinking P8,r1 T0.25,0,1,1,2,49,13.701724290847778,Gemini2.5 Flash Thinking,r1
Negamax P6,o3-mini-high P6,0,2,0,2,57,13.837741374969482,Negamax,o3-mini-high
Gemma2 P8,gemini-flash-2.0 P6,2,0,0,2,17,8.352749109268188,Gemma2,gemini-flash-2.0
Negamax5B P8,claude3.7-sonnet-thinking P6,2,0,0,2,83,8.893292903900146,Negamax5B,claude3.7-sonnet-thinking
LeChat P8,o1 P6,2,0,0,2,61,9.301331043243408,LeChat,o1
Gemini2.5 Flash Thinking P8,gemini-pro-2.0 P8,0,2,0,2,33,12.728149175643921,Gemini2.5 Flash Thinking,gemini-pro-2.0
Gemini2.5 Pro P6,Qwen3 P6,2,0,0,2,33,10.062897682189941,Gemini2.5 Pro,Qwen3
Gemini2.5 Flash Thinking P8,o4-mini-high P12,0,1,1,2,49,13.97174882888794,Gemini2.5 Flash Thinking,o4-mini-high
claude3.7-sonnet-thinking P6,o4-mini-high P10,1,1,0,2,76,10.170916557312012,claude3.7-sonnet-thinking,o4-mini-high
gemini-flash-2.0 P8,gemini-pro-2.0 P6,0,2,0,2,21,6.308580160140991,gemini-flash-2.0,gemini-pro-2.0
Negamax5 P6,o3 P10,2,0,0,2,33,6.841621160507202,Negamax5,o3
Gemini2.5 Pro P6,gpt4o P10,1,1,0,2,64,22.043482303619385,Gemini2.5 Pro,gpt4o
Negamax P6,gpt4o P6,0,2,0,2,61,24.498691082000732,Negamax,gpt4o
gemini-pro-2.0 P6,r1 T0.5,2,0,0,2,23,6.854621171951294,gemini-pro-2.0,r1
Negamax2 P6,o4-mini-high P6,0,2,0,2,55,0.4120364189147949,Negamax2,o4-mini-high
o1 P6,o4-mini-high P10,0,2,0,2,61,6.004549741744995,o1,o4-mini-high
Gemini2.5 Pro P6 T0.25,Negamax2 P8,2,0,0,2,53,21.711450576782227,Gemini2.5 Pro,Negamax2
Negamax3 P6,Negamax4 P8,0,2,0,2,53,6.092053413391113,Negamax3,Negamax4
o4-mini-high P10,r1 T0.25,1,0,1,2,53,15.100857257843018,o4-mini-high,r1
LeChat P10,gemini-flash-2.0-thinking P8,0,2,0,2,47,21.266904830932617,LeChat,gemini-flash-2.0-thinking
gemini-flash-2.0 P6,o1 P6,0,2,0,2,29,3.5694186687469482,gemini-flash-2.0,o1
Negamax2 P8,Negamax5 P8,0,2,0,2,57,6.992368459701538,Negamax2,Negamax5
claude3.7-sonnet P6,o3 P6,1,1,0,2,20,4.693681955337524,claude3.7-sonnet,o3
gemini-flash-2.0 P6,gpt4o P6,0,2,0,2,55,18.973522424697876,gemini-flash-2.0,gpt4o
Negamax2 P8,Qwen3 P6,1,1,0,2,60,47.472126722335815,Negamax2,Qwen3
Gemma2 P6,o4-mini-high P12,0,2,0,2,33,17.240391492843628,Gemma2,o4-mini-high
Negamax5B P6,o1 P8,0,0,2,2,84,28.183619260787964,Negamax5B,o1
claude3.7-sonnet-thinking P8,o4-mini-high P12,1,0,1,2,81,26.2473247051239,claude3.7-sonnet-thinking,o4-mini-high
claude3.7-sonnet-thinking P8,gemini-pro-2.0 P8,1,1,0,2,76,31.55618691444397,claude3.7-sonnet-thinking,gemini-pro-2.0
gemini-flash-2.0 P8,gemini-pro-2.0 P8,0,2,0,2,21,11.121643543243408,gemini-flash-2.0,gemini-pro-2.0
Negamax2 P8,QwQ P6,0,2,0,2,43,25.39759063720703,Negamax2,QwQ
Negamax4 P8,Negamax5B P10,0,0,2,2,84,9.953252077102661,Negamax4,Negamax5B
LeChat P8,gpt4o P8,0,1,1,2,81,20.101410627365112,LeChat,gpt4o
Negamax5 P6,gemini-flash-2.0-thinking P8,1,1,0,2,60,13.818378925323486,Negamax5,gemini-flash-2.0-thinking
Negamax5B P10,o1 P8,1,1,0,2,62,40.58898162841797,Negamax5B,o1
gemini-flash-2.0-thinking P8,o1 P6,2,0,0,2,77,21.813955307006836,gemini-flash-2.0-thinking,o1
Negamax2 P8,gemini-pro-2.0 P6,0,2,0,2,39,16.781394720077515,Negamax2,gemini-pro-2.0
o4-mini-high P12,r1 T0.5,1,0,1,2,53,20.40180730819702,o4-mini-high,r1
Gemini2.5 Pro P4 T0.25,gpt4o P6,1,1,0,2,74,19.418525457382202,Gemini2.5 Pro,gpt4o
Negamax2 P8,Negamax5 P10,0,1,1,2,72,13.985889196395874,Negamax2,Negamax5
