bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Negamax4 P6,gpt4o P6,0,1,1,2,81,17.742095232009888,Negamax4,gpt4o
claude3.7-sonnet P6,gemini-flash-2.0 P8,2,0,0,2,45,13.084680080413818,claude3.7-sonnet,gemini-flash-2.0
Negamax P6,gemini-flash-2.0-thinking P8,0,2,0,2,61,41.19671034812927,Negamax,gemini-flash-2.0-thinking
Negamax3 P8,gemini-pro-2.0 P8,0,2,0,2,43,32.163392543792725,Negamax3,gemini-pro-2.0
Gemma2 P8,QwQ P6,0,2,0,2,25,15.916930198669434,Gemma2,QwQ
Gemma2 P6,claude3.7-sonnet P10,0,2,0,2,31,5.5314953327178955,Gemma2,claude3.7-sonnet
Negamax5 P8,Qwen3 P6,2,0,0,2,39,5.097445487976074,Negamax5,Qwen3
Negamax3 P8,Qwen3 P6,1,1,0,2,60,37.744402170181274,Negamax3,Qwen3
Gemma2 P8,Negamax2 P6,1,1,0,2,58,21.44292163848877,Gemma2,Negamax2
gemini-pro-2.0 P8,r1 T0.5,2,0,0,2,19,10.632939100265503,gemini-pro-2.0,r1
gemini-flash-2.0-thinking P8,o1 P8,1,1,0,2,60,75.0716917514801,gemini-flash-2.0-thinking,o1
Negamax2 P8,claude3.7-sonnet P8,0,2,0,2,43,15.230348825454712,Negamax2,claude3.7-sonnet
Default Bot,o3 P10,0,2,0,2,23,4.914924144744873,DefaultBot,o3
Negamax4 P4 T0.25,same.dev P6,0,1,1,2,81,3.077763795852661,Negamax4,same.dev
LeChat P6,gemini-flash-2.0-thinking P6,1,1,0,2,76,4.180854082107544,LeChat,gemini-flash-2.0-thinking
Random Bot,r1 T0.5,0,2,0,2,45,11.512505769729614,RandomBot,r1
o1 P6,o3 P6,2,0,0,2,37,7.765675783157349,o1,o3
claude3.7-sonnet P6,gemini-flash-2.0-thinking P8,0,2,0,2,35,21.915449380874634,claude3.7-sonnet,gemini-flash-2.0-thinking
o4-mini-high P6,o4-mini-high P8,0,0,2,2,84,0.5455448627471924,o4-mini-high,o4-mini-high
o3 P6,o4-mini-high P12,0,2,0,2,33,20.08928608894348,o3,o4-mini-high
gemini-flash-2.0 P8,gpt4o P10,0,2,0,2,49,18.30912160873413,gemini-flash-2.0,gpt4o
Gemini2.5 Pro P6,o4-mini-high P6,2,0,0,2,73,4.733920574188232,Gemini2.5 Pro,o4-mini-high
Random Bot,r1 T0.25,0,2,0,2,29,8.244722604751587,RandomBot,r1
Negamax P6,o4-mini-high P12,0,2,0,2,43,20.8658447265625,Negamax,o4-mini-high
Negamax4 P6,r1 T0.25,2,0,0,2,47,11.750038385391235,Negamax4,r1
Negamax4 P10,claude3.7-sonnet-thinking P8,0,1,1,2,77,43.27837681770325,Negamax4,claude3.7-sonnet-thinking
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet-thinking P6,1,1,0,2,76,12.327089786529541,Gemini2.5 Pro,claude3.7-sonnet-thinking
LeChat P10,gemini-pro-2.0 P8,1,1,0,2,34,18.45962119102478,LeChat,gemini-pro-2.0
Negamax5 P10,Negamax5B P6,0,0,2,2,84,8.14473557472229,Negamax5,Negamax5B
Gemini2.5 Pro P6,Gemma2 P8,2,0,0,2,23,14.7187979221344,Gemini2.5 Pro,Gemma2
LeChat P8,Negamax4 P10,0,0,2,2,84,27.916990995407104,LeChat,Negamax4
o3 P8,o3-mini-high P6,0,2,0,2,21,9.746872663497925,o3,o3-mini-high
claude3.7-sonnet-thinking P6,gemini-flash-2.0-thinking P6,1,1,0,2,72,11.528027534484863,claude3.7-sonnet-thinking,gemini-flash-2.0-thinking
Negamax5 P6,same.dev P6,1,1,0,2,72,3.298797130584717,Negamax5,same.dev
Gemini2.5 Flash Thinking P8,Negamax P6,0,2,0,2,31,6.65809965133667,Gemini2.5 Flash Thinking,Negamax
Negamax2 P8,Negamax5B P8,0,2,0,2,57,6.107045412063599,Negamax2,Negamax5B
LeChat P6,gpt4o P8,0,1,1,2,81,17.546050310134888,LeChat,gpt4o
claude3.7-sonnet P6,r1 T0.25,2,0,0,2,43,17.028504133224487,claude3.7-sonnet,r1
LeChat P6,Negamax P6,2,0,0,2,51,7.890204429626465,LeChat,Negamax
Gemini2.5 Flash Thinking P6,o4-mini-high P10,0,2,0,2,33,1.8381614685058594,Gemini2.5 Flash Thinking,o4-mini-high
Negamax2 P8,Negamax3 P8,1,1,0,2,76,3.842339515686035,Negamax2,Negamax3
Negamax2 P8,gpt4o P10,0,2,0,2,61,25.409250497817993,Negamax2,gpt4o
Negamax5 P6,gemini-pro-2.0 P6,1,0,1,2,78,4.477900743484497,Negamax5,gemini-pro-2.0
Negamax5B P10,gemini-flash-2.0-thinking P8,1,1,0,2,68,30.91725468635559,Negamax5B,gemini-flash-2.0-thinking
gpt4o P10,o3 P6,2,0,0,2,37,17.685564041137695,gpt4o,o3
LeChat P10,gpt4o P8,0,1,1,2,81,29.212104320526123,LeChat,gpt4o
Gemini2.5 Flash Thinking P8,claude3.7-sonnet-thinking P8,0,1,1,2,53,13.584218502044678,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
o3 P8,o4-mini-high P8,0,2,0,2,27,5.9140307903289795,o3,o4-mini-high
Negamax5B P10,gemini-flash-2.0-thinking P6,2,0,0,2,57,16.1429500579834,Negamax5B,gemini-flash-2.0-thinking
Gemma2 P8,Negamax5 P10,0,2,0,2,59,30.70723605155945,Gemma2,Negamax5
Gemma2 P6,LeChat P10,2,0,0,2,17,13.65022611618042,Gemma2,LeChat
Default Bot,Negamax4 P10,0,2,0,2,23,26.24884343147278,DefaultBot,Negamax4
o3-mini-high P6,o4-mini-high P8,1,1,0,2,64,7.616687536239624,o3-mini-high,o4-mini-high
LeChat P10,same.dev P6,1,1,0,2,76,14.646822929382324,LeChat,same.dev
gpt4o P10,o3 P8,2,0,0,2,31,19.086219549179077,gpt4o,o3
Negamax2 P6,Negamax5 P10,0,2,0,2,61,14.439296960830688,Negamax2,Negamax5
gemini-flash-2.0-thinking P6,o3 P10,0,2,0,2,47,12.993171453475952,gemini-flash-2.0-thinking,o3
LeChat P10,Negamax5B P8,0,0,2,2,84,12.05608057975769,LeChat,Negamax5B
Default Bot,o1 P8,0,2,0,2,17,13.77724313735962,DefaultBot,o1
LeChat P8,claude3.7-sonnet P10,1,1,0,2,68,14.175772666931152,LeChat,claude3.7-sonnet
claude3.7-sonnet P8,gemini-pro-2.0 P6,0,2,0,2,31,7.187649488449097,claude3.7-sonnet,gemini-pro-2.0
Negamax4 P10,o3-mini-high P6,0,2,0,2,75,32.71641778945923,Negamax4,o3-mini-high
gpt4o P8,o3-mini-high P6,2,0,0,2,65,22.781052350997925,gpt4o,o3-mini-high
Negamax3 P6,Negamax5 P8,0,2,0,2,57,2.817250967025757,Negamax3,Negamax5
gemini-flash-2.0 P6,r1 T0.5,1,1,0,2,40,12.052592039108276,gemini-flash-2.0,r1
Negamax2 P6,claude3.7-sonnet-thinking P6,0,2,0,2,55,6.910118818283081,Negamax2,claude3.7-sonnet-thinking
gemini-pro-2.0 P8,gpt4o P8,2,0,0,2,73,34.6755952835083,gemini-pro-2.0,gpt4o
Gemma2 P6,LeChat P6,0,2,0,2,35,2.986271619796753,Gemma2,LeChat
Default Bot,claude3.7-sonnet P10,0,2,0,2,31,4.664921998977661,DefaultBot,claude3.7-sonnet
Gemini2.5 Pro P6 T0.25,Negamax5 P6,0,1,1,2,82,5.248979806900024,Gemini2.5 Pro,Negamax5
LeChat P10,o1 P6,0,2,0,2,23,12.208603620529175,LeChat,o1
Negamax2 P8,o3-mini-high P6,0,2,0,2,57,15.112868785858154,Negamax2,o3-mini-high
gpt4o P6,gpt4o P8,1,1,0,2,78,33.13046646118164,gpt4o,gpt4o
Negamax5B P6,Qwen3 P6,2,0,0,2,39,3.2688043117523193,Negamax5B,Qwen3
Negamax3 P8,gpt4o P6,0,2,0,2,59,21.930482864379883,Negamax3,gpt4o
Negamax2 P8,gemini-flash-2.0 P6,2,0,0,2,15,5.0404579639434814,Negamax2,gemini-flash-2.0
r1 T0.25,r1 T0.5,1,1,0,2,30,15.032363176345825,r1,r1
Gemini2.5 Flash Thinking P6,Negamax2 P6,1,1,0,2,40,1.1861050128936768,Gemini2.5 Flash Thinking,Negamax2
gemini-pro-2.0 P8,o4-mini-high P8,0,2,0,2,67,17.024539709091187,gemini-pro-2.0,o4-mini-high
Negamax2 P8,Negamax4 P10,0,2,0,2,65,73.25957989692688,Negamax2,Negamax4
Negamax4 P8,same.dev P6,1,1,0,2,78,7.288658857345581,Negamax4,same.dev
Random Bot,gpt4o P8,0,2,0,2,19,6.317072629928589,RandomBot,gpt4o
Default Bot,Negamax3 P8,0,2,0,2,17,1.1501073837280273,DefaultBot,Negamax3
claude3.7-sonnet P6,o3-mini-high P6,0,2,0,2,49,15.350390434265137,claude3.7-sonnet,o3-mini-high
o1 P6,r1 T0.5,2,0,0,2,25,8.05073094367981,o1,r1
LeChat P10,gpt4o P6,0,1,1,2,79,27.775001764297485,LeChat,gpt4o
claude3.7-sonnet P8,r1 T0.5,2,0,0,2,43,17.031545162200928,claude3.7-sonnet,r1
Negamax3 P8,same.dev P6,2,0,0,2,17,2.594241142272949,Negamax3,same.dev
QwQ P6,Random Bot,2,0,0,2,21,11.598059177398682,QwQ,RandomBot
Gemini2.5 Flash Thinking P8,gemini-flash-2.0-thinking P6,0,2,0,2,49,3.672837495803833,Gemini2.5 Flash Thinking,gemini-flash-2.0-thinking
Gemma2 P6,Negamax P6,0,2,0,2,51,9.09332799911499,Gemma2,Negamax
gpt4o P6,o3-mini-high P6,1,1,0,2,68,24.56272554397583,gpt4o,o3-mini-high
LeChat P10,gemini-flash-2.0 P6,1,1,0,2,26,9.864890336990356,LeChat,gemini-flash-2.0
Negamax5B P6,o4-mini-high P6,0,0,2,2,84,0.3210334777832031,Negamax5B,o4-mini-high
Negamax5B P10,Qwen3 P6,1,0,1,2,54,19.484265565872192,Negamax5B,Qwen3
gpt4o P10,o4-mini-high P6,2,0,0,2,77,17.7606098651886,gpt4o,o4-mini-high
Gemini2.5 Pro P4 T0.25,o4-mini-high P10,0,2,0,2,77,2.900752305984497,Gemini2.5 Pro,o4-mini-high
Negamax5B P8,Qwen3 P6,2,0,0,2,39,6.372564315795898,Negamax5B,Qwen3
gemini-flash-2.0 P6,gpt4o P8,0,2,0,2,49,20.00831151008606,gemini-flash-2.0,gpt4o
Negamax5 P8,gpt4o P10,0,1,1,2,81,20.509350299835205,Negamax5,gpt4o
claude3.7-sonnet P8,o1 P6,0,2,0,2,37,9.274334192276001,claude3.7-sonnet,o1
Negamax P6,Negamax5 P6,0,2,0,2,67,7.234637975692749,Negamax,Negamax5
claude3.7-sonnet-thinking P6,claude3.7-sonnet-thinking P8,1,1,0,2,62,19.31724262237549,claude3.7-sonnet-thinking,claude3.7-sonnet-thinking
Negamax2 P8,gemini-flash-2.0-thinking P8,0,2,0,2,61,43.741941928863525,Negamax2,gemini-flash-2.0-thinking
Default Bot,LeChat P8,0,2,0,2,17,2.3677051067352295,DefaultBot,LeChat
Negamax4 P6,o4-mini-high P8,1,0,1,2,80,0.5980515480041504,Negamax4,o4-mini-high
Negamax4 P10,claude3.7-sonnet P6,1,1,0,2,74,33.5880241394043,Negamax4,claude3.7-sonnet
Negamax3 P8,o3 P8,2,0,0,2,65,24.1784884929657,Negamax3,o3
Negamax2 P8,Negamax3 P6,1,1,0,2,76,2.2840118408203125,Negamax2,Negamax3
Gemini2.5 Pro P4 T0.25,Negamax3 P6,2,0,0,2,43,2.40552020072937,Gemini2.5 Pro,Negamax3
Default Bot,o4-mini-high P8,0,2,0,2,17,0.12950873374938965,DefaultBot,o4-mini-high
Negamax4 P6,claude3.7-sonnet P8,0,1,1,2,74,10.410226106643677,Negamax4,claude3.7-sonnet
Gemma2 P6,Qwen3 P6,1,1,0,2,26,3.559128999710083,Gemma2,Qwen3
Negamax5B P8,o1 P8,1,1,0,2,76,34.51142978668213,Negamax5B,o1
Default Bot,gpt4o P6,0,2,0,2,17,4.84725022315979,DefaultBot,gpt4o
Negamax3 P8,gemini-flash-2.0-thinking P8,0,2,0,2,61,56.548871994018555,Negamax3,gemini-flash-2.0-thinking
Negamax5 P10,o4-mini-high P8,1,0,1,2,83,9.447655439376831,Negamax5,o4-mini-high
Default Bot,gemini-flash-2.0-thinking P8,0,2,0,2,23,7.591988801956177,DefaultBot,gemini-flash-2.0-thinking
Gemini2.5 Pro P6 T0.25,gpt4o P10,1,1,0,2,78,21.51973533630371,Gemini2.5 Pro,gpt4o
Gemma2 P6,o1 P8,0,2,0,2,17,20.439137935638428,Gemma2,o1
Negamax P6,claude3.7-sonnet P10,0,2,0,2,43,13.544511795043945,Negamax,claude3.7-sonnet
gemini-flash-2.0 P8,o1 P8,0,2,0,2,17,10.670250177383423,gemini-flash-2.0,o1
Negamax4 P6,gemini-pro-2.0 P8,0,1,1,2,73,18.71247911453247,Negamax4,gemini-pro-2.0
Random Bot,gpt4o P10,0,2,0,2,15,6.881612062454224,RandomBot,gpt4o
gemini-pro-2.0 P8,o4-mini-high P12,0,1,1,2,80,29.929491758346558,gemini-pro-2.0,o4-mini-high
Negamax5B P6,Random Bot,2,0,0,2,15,0.09650897979736328,Negamax5B,RandomBot
Default Bot,Negamax5 P8,0,2,0,2,17,0.7340695858001709,DefaultBot,Negamax5
claude3.7-sonnet P8,o3 P8,1,1,0,2,24,8.501255750656128,claude3.7-sonnet,o3
o4-mini-high P12,r1 T0.25,1,0,1,2,53,25.362070560455322,o4-mini-high,r1
gemini-flash-2.0-thinking P8,o3 P10,2,0,0,2,37,22.417287826538086,gemini-flash-2.0-thinking,o3
Gemma2 P8,Negamax3 P6,1,1,0,2,58,26.308653116226196,Gemma2,Negamax3
QwQ P6,gemini-flash-2.0 P8,2,0,0,2,31,14.78661584854126,QwQ,gemini-flash-2.0
Negamax P6,Negamax5 P8,0,2,0,2,57,9.09529423713684,Negamax,Negamax5
Negamax5B P10,o3-mini-high P6,0,2,0,2,67,13.331673383712769,Negamax5B,o3-mini-high
Negamax3 P6,same.dev P6,2,0,0,2,17,0.16001677513122559,Negamax3,same.dev
Negamax3 P6,Random Bot,2,0,0,2,35,0.5635426044464111,Negamax3,RandomBot
Negamax5B P6,o3 P6,2,0,0,2,43,3.893836259841919,Negamax5B,o3
Negamax4 P10,o4-mini-high P6,0,0,2,2,84,22.7118079662323,Negamax4,o4-mini-high
Negamax5B P8,gemini-flash-2.0 P8,1,0,1,2,61,8.876769065856934,Negamax5B,gemini-flash-2.0
LeChat P8,Negamax2 P8,1,1,0,2,32,7.950690507888794,LeChat,Negamax2
Negamax5B P10,gemini-flash-2.0 P6,1,0,1,2,59,11.555503129959106,Negamax5B,gemini-flash-2.0
claude3.7-sonnet P6,same.dev P6,2,0,0,2,43,8.638750553131104,claude3.7-sonnet,same.dev
Negamax5 P6,claude3.7-sonnet P6,0,1,1,2,74,10.204888582229614,Negamax5,claude3.7-sonnet
gemini-pro-2.0 P8,gpt4o P6,2,0,0,2,73,34.71689796447754,gemini-pro-2.0,gpt4o
o3 P10,r1 T0.5,2,0,0,2,25,11.323484659194946,o3,r1
Negamax5 P6,r1 T0.25,2,0,0,2,47,11.741025447845459,Negamax5,r1
Random Bot,o4-mini-high P12,0,2,0,2,31,9.49832534790039,RandomBot,o4-mini-high
Negamax2 P6,r1 T0.25,2,0,0,2,17,4.203362464904785,Negamax2,r1
Negamax2 P6,Negamax3 P8,1,1,0,2,76,1.9186630249023438,Negamax2,Negamax3
LeChat P8,claude3.7-sonnet-thinking P8,0,1,1,2,77,18.102399349212646,LeChat,claude3.7-sonnet-thinking
Gemini2.5 Pro P6,o1 P8,1,0,1,2,76,29.751435041427612,Gemini2.5 Pro,o1
Negamax2 P8,o1 P8,0,2,0,2,59,46.95299196243286,Negamax2,o1
Negamax3 P6,Negamax5B P6,0,2,0,2,67,0.778071403503418,Negamax3,Negamax5B
Gemini2.5 Flash Thinking P6,Gemini2.5 Pro P6,0,2,0,2,37,4.284874200820923,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Gemini2.5 Flash Thinking P8,Negamax4 P6,0,1,1,2,49,1.7476506233215332,Gemini2.5 Flash Thinking,Negamax4
LeChat P8,o4-mini-high P10,0,1,1,2,76,5.916010856628418,LeChat,o4-mini-high
claude3.7-sonnet-thinking P6,same.dev P6,1,0,1,2,51,5.512978553771973,claude3.7-sonnet-thinking,same.dev
Negamax5 P10,claude3.7-sonnet P6,1,1,0,2,48,15.737867832183838,Negamax5,claude3.7-sonnet
Negamax4 P4 T0.25,o4-mini-high P10,1,0,1,2,80,1.8366687297821045,Negamax4,o4-mini-high
Gemini2.5 Flash Thinking P8,Negamax2 P6,0,2,0,2,31,1.964669942855835,Gemini2.5 Flash Thinking,Negamax2
LeChat P6,Negamax2 P6,2,0,0,2,51,1.8676671981811523,LeChat,Negamax2
LeChat P8,gpt4o P6,1,1,0,2,80,20.310283422470093,LeChat,gpt4o
Qwen3 P6,gemini-pro-2.0 P8,0,2,0,2,43,15.335340023040771,Qwen3,gemini-pro-2.0
Negamax3 P8,o1 P6,0,2,0,2,63,11.913532495498657,Negamax3,o1
Negamax3 P8,gemini-pro-2.0 P6,0,2,0,2,39,24.44645094871521,Negamax3,gemini-pro-2.0
Negamax5B P6,o4-mini-high P10,0,0,2,2,84,3.052258253097534,Negamax5B,o4-mini-high
Negamax4 P8,Random Bot,2,0,0,2,15,0.8080697059631348,Negamax4,RandomBot
claude3.7-sonnet P6,o4-mini-high P10,1,1,0,2,74,12.15005874633789,claude3.7-sonnet,o4-mini-high
Gemini2.5 Pro P4 T0.25,o1 P8,1,1,0,2,74,58.860053300857544,Gemini2.5 Pro,o1
claude3.7-sonnet P10,o4-mini-high P10,1,1,0,2,72,11.64752459526062,claude3.7-sonnet,o4-mini-high
LeChat P10,Negamax4 P6,0,0,2,2,84,11.629526376724243,LeChat,Negamax4
Negamax4 P10,gpt4o P8,0,1,1,2,81,49.202680349349976,Negamax4,gpt4o
Gemma2 P6,o3 P10,0,2,0,2,43,12.014060258865356,Gemma2,o3
Negamax2 P8,o3 P10,2,0,0,2,63,25.674753665924072,Negamax2,o3
Gemma2 P6,gpt4o P8,0,2,0,2,39,14.56928563117981,Gemma2,gpt4o
claude3.7-sonnet P6,claude3.7-sonnet-thinking P6,0,2,0,2,47,10.846464395523071,claude3.7-sonnet,claude3.7-sonnet-thinking
Negamax P6,Qwen3 P6,0,2,0,2,43,13.338675260543823,Negamax,Qwen3
LeChat P10,Negamax4 P4 T0.25,1,0,1,2,80,11.031976461410522,LeChat,Negamax4
Gemma2 P6,gemini-pro-2.0 P6,0,2,0,2,17,2.4817216396331787,Gemma2,gemini-pro-2.0
Negamax4 P10,gpt4o P6,0,1,1,2,81,50.01974940299988,Negamax4,gpt4o
Negamax3 P8,claude3.7-sonnet P10,0,2,0,2,43,13.986249208450317,Negamax3,claude3.7-sonnet
claude3.7-sonnet-thinking P6,gemini-pro-2.0 P6,0,1,1,2,76,13.859739542007446,claude3.7-sonnet-thinking,gemini-pro-2.0
Negamax4 P4 T0.25,Random Bot,2,0,0,2,15,0.01399993896484375,Negamax4,RandomBot
gemini-flash-2.0-thinking P8,o4-mini-high P8,1,1,0,2,68,18.56565022468567,gemini-flash-2.0-thinking,o4-mini-high
LeChat P10,Negamax3 P8,2,0,0,2,51,19.523738145828247,LeChat,Negamax3
Negamax5B P8,claude3.7-sonnet-thinking P8,0,1,1,2,77,17.46906089782715,Negamax5B,claude3.7-sonnet-thinking
Negamax3 P8,gemini-flash-2.0-thinking P6,0,2,0,2,55,16.25844693183899,Negamax3,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P8,same.dev P6,1,1,0,2,46,2.904759645462036,Gemini2.5 Flash Thinking,same.dev
gemini-flash-2.0 P8,o4-mini-high P10,0,1,1,2,53,7.775700807571411,gemini-flash-2.0,o4-mini-high
Negamax2 P6,gpt4o P6,0,2,0,2,61,17.229045152664185,Negamax2,gpt4o
Negamax P6,Random Bot,2,0,0,2,19,4.089865684509277,Negamax,RandomBot
claude3.7-sonnet P8,gemini-flash-2.0 P8,2,0,0,2,45,13.224701166152954,claude3.7-sonnet,gemini-flash-2.0
Gemini2.5 Flash Thinking P8,Negamax4 P4 T0.25,0,1,1,2,49,1.2581067085266113,Gemini2.5 Flash Thinking,Negamax4
Gemini2.5 Pro P4 T0.25,Negamax5B P10,1,1,0,2,82,10.076407670974731,Gemini2.5 Pro,Negamax5B
Gemini2.5 Pro P6 T0.25,o3 P6,2,0,0,2,47,9.44435453414917,Gemini2.5 Pro,o3
gemini-flash-2.0-thinking P6,r1 T0.25,2,0,0,2,35,10.687456369400024,gemini-flash-2.0-thinking,r1
claude3.7-sonnet-thinking P8,gemini-pro-2.0 P6,1,1,0,2,56,18.03661298751831,claude3.7-sonnet-thinking,gemini-pro-2.0
Default Bot,claude3.7-sonnet P6,0,2,0,2,27,3.6588315963745117,DefaultBot,claude3.7-sonnet
Negamax4 P8,r1 T0.5,2,0,0,2,41,12.550628900527954,Negamax4,r1
Negamax4 P10,o1 P6,2,0,0,2,77,41.58099412918091,Negamax4,o1
Negamax P6,o1 P6,1,1,0,2,80,18.759682178497314,Negamax,o1
Gemini2.5 Flash Thinking P6,o4-mini-high P8,0,2,0,2,33,0.7360727787017822,Gemini2.5 Flash Thinking,o4-mini-high
gemini-pro-2.0 P6,gpt4o P6,1,1,0,2,72,21.392914295196533,gemini-pro-2.0,gpt4o
Negamax5B P8,gpt4o P8,0,1,1,2,81,18.9301974773407,Negamax5B,gpt4o
Gemini2.5 Pro P6 T0.25,Random Bot,2,0,0,2,23,2.396211862564087,Gemini2.5 Pro,RandomBot
Gemini2.5 Pro P6 T0.25,Negamax5 P8,0,2,0,2,71,6.76860499382019,Gemini2.5 Pro,Negamax5
QwQ P6,Qwen3 P6,2,0,0,2,37,15.391877174377441,QwQ,Qwen3
o1 P8,o3 P6,1,1,0,2,60,59.3605842590332,o1,o3
o3-mini-high P6,same.dev P6,1,1,0,2,34,4.957936763763428,o3-mini-high,same.dev
gemini-flash-2.0 P8,o3 P6,1,1,0,2,44,12.602125644683838,gemini-flash-2.0,o3
Gemini2.5 Pro P6 T0.25,QwQ P6,0,2,0,2,71,22.425002098083496,Gemini2.5 Pro,QwQ
Negamax4 P8,gemini-flash-2.0-thinking P6,1,1,0,2,78,6.8336021900177,Negamax4,gemini-flash-2.0-thinking
Gemma2 P8,claude3.7-sonnet P6,0,2,0,2,35,14.344287633895874,Gemma2,claude3.7-sonnet
LeChat P8,gemini-flash-2.0-thinking P6,1,1,0,2,40,5.546982049942017,LeChat,gemini-flash-2.0-thinking
Qwen3 P6,o3 P8,1,1,0,2,28,7.932199001312256,Qwen3,o3
Gemini2.5 Pro P6 T0.25,r1 T0.5,2,0,0,2,29,9.862376689910889,Gemini2.5 Pro,r1
Gemma2 P6,Negamax3 P6,0,2,0,2,67,3.684828758239746,Gemma2,Negamax3
Negamax5B P6,claude3.7-sonnet P10,0,2,0,2,73,10.659449577331543,Negamax5B,claude3.7-sonnet
Gemma2 P8,LeChat P10,2,0,0,2,27,23.65711760520935,Gemma2,LeChat
o1 P8,o4-mini-high P10,0,1,1,2,68,33.21195387840271,o1,o4-mini-high
Gemini2.5 Pro P6,claude3.7-sonnet-thinking P8,1,1,0,2,72,22.29549789428711,Gemini2.5 Pro,claude3.7-sonnet-thinking
Gemini2.5 Flash Thinking P6,Negamax5 P6,0,2,0,2,33,0.8765811920166016,Gemini2.5 Flash Thinking,Negamax5
Default Bot,Negamax5B P10,0,2,0,2,17,10.583940267562866,DefaultBot,Negamax5B
LeChat P10,r1 T0.5,2,0,0,2,33,17.412548542022705,LeChat,r1
LeChat P10,Negamax2 P8,1,1,0,2,40,17.412041187286377,LeChat,Negamax2
Gemini2.5 Pro P4 T0.25,Negamax P6,2,0,0,2,43,9.840373754501343,Gemini2.5 Pro,Negamax
claude3.7-sonnet-thinking P6,o1 P6,2,0,0,2,61,13.257174015045166,claude3.7-sonnet-thinking,o1
o3-mini-high P6,o4-mini-high P10,1,1,0,2,64,9.565343618392944,o3-mini-high,o4-mini-high
Negamax2 P8,claude3.7-sonnet P10,0,2,0,2,43,14.047753810882568,Negamax2,claude3.7-sonnet
Qwen3 P6,o1 P6,0,2,0,2,37,7.296149492263794,Qwen3,o1
Default Bot,LeChat P6,0,2,0,2,17,0.3770334720611572,DefaultBot,LeChat
Negamax4 P4 T0.25,o1 P8,0,0,2,2,84,37.51483178138733,Negamax4,o1
Gemini2.5 Pro P4 T0.25,Negamax4 P8,1,0,1,2,84,4.482391834259033,Gemini2.5 Pro,Negamax4
gemini-flash-2.0 P8,o4-mini-high P8,0,1,1,2,53,6.493077516555786,gemini-flash-2.0,o4-mini-high
Negamax4 P8,claude3.7-sonnet P6,2,0,0,2,53,9.1153085231781,Negamax4,claude3.7-sonnet
Negamax4 P10,r1 T0.25,1,0,1,2,61,38.820955991744995,Negamax4,r1
Negamax4 P4 T0.25,o3 P8,2,0,0,2,33,5.9270241260528564,Negamax4,o3
Gemini2.5 Pro P4 T0.25,LeChat P8,0,2,0,2,59,6.1615540981292725,Gemini2.5 Pro,LeChat
o4-mini-high P10,o4-mini-high P8,0,0,2,2,84,2.8697636127471924,o4-mini-high,o4-mini-high
gemini-flash-2.0 P8,o4-mini-high P12,0,1,1,2,53,15.447377920150757,gemini-flash-2.0,o4-mini-high
claude3.7-sonnet-thinking P8,gemini-flash-2.0-thinking P8,1,0,1,2,76,47.84475255012512,claude3.7-sonnet-thinking,gemini-flash-2.0-thinking
Negamax4 P8,o1 P8,1,0,1,2,82,30.064194202423096,Negamax4,o1
Negamax4 P4 T0.25,gpt4o P6,0,2,0,2,75,16.6909921169281,Negamax4,gpt4o
Negamax5 P10,Negamax5B P8,0,0,2,2,84,10.373932838439941,Negamax5,Negamax5B
LeChat P8,Negamax4 P8,0,0,2,2,84,7.702193260192871,LeChat,Negamax4
LeChat P6,gpt4o P6,0,0,2,2,84,18.14562201499939,LeChat,gpt4o
Random Bot,claude3.7-sonnet P6,0,2,0,2,27,3.439305543899536,RandomBot,claude3.7-sonnet
gpt4o P8,o3 P8,2,0,0,2,37,21.506415605545044,gpt4o,o3
o1 P6,o3-mini-high P6,0,2,0,2,53,11.918566226959229,o1,o3-mini-high
QwQ P6,claude3.7-sonnet P10,1,1,0,2,42,22.373490571975708,QwQ,claude3.7-sonnet
Negamax5B P8,o4-mini-high P12,0,1,1,2,72,11.400022029876709,Negamax5B,o4-mini-high
Gemini2.5 Flash Thinking P6,Gemma2 P8,2,0,0,2,43,9.998899459838867,Gemini2.5 Flash Thinking,Gemma2
Negamax4 P4 T0.25,claude3.7-sonnet P6,1,0,1,2,67,9.63386583328247,Negamax4,claude3.7-sonnet
claude3.7-sonnet P10,claude3.7-sonnet P6,1,1,0,2,36,11.238003492355347,claude3.7-sonnet,claude3.7-sonnet
Negamax4 P6,claude3.7-sonnet P10,0,1,1,2,70,9.897390604019165,Negamax4,claude3.7-sonnet
Negamax5 P8,same.dev P6,1,1,0,2,78,5.608498573303223,Negamax5,same.dev
Gemma2 P6,o4-mini-high P8,0,2,0,2,35,1.9636712074279785,Gemma2,o4-mini-high
Gemini2.5 Flash Thinking P8,Gemini2.5 Pro P6,0,1,1,2,53,5.9395365715026855,Gemini2.5 Flash Thinking,Gemini2.5 Pro
QwQ P6,o1 P8,2,0,0,2,55,39.4695348739624,QwQ,o1
Gemini2.5 Pro P6 T0.25,o4-mini-high P12,0,2,0,2,53,20.746352910995483,Gemini2.5 Pro,o4-mini-high
