Bot,wins,losses,draws,games_played,total_moves_in_games,total_time_in_games,type,depth,time_limit,neural_gen,mcts_iter,win_rate,loss_rate,draw_rate,avg_moves_per_game,avg_time_per_game
o1 P1,50,318,6,374,8149,916.3880870342255,o1,1.0,,,,0.13368983957219252,0.8502673796791443,0.016042780748663103,21.788770053475936,2.4502355268294798
o1 P2,159,192,23,374,8545,1397.745426416397,o1,2.0,,,,0.42513368983957217,0.5133689839572193,0.06149732620320856,22.8475935828877,3.7372872364074787
o1 P4,174,180,20,374,9401,1100.6028084754944,o1,4.0,,,,0.46524064171123,0.48128342245989303,0.053475935828877004,25.136363636363637,2.9427882579558675
o1 P6,164,186,24,374,9881,2319.550490140915,o1,6.0,,,,0.4385026737967914,0.49732620320855614,0.06417112299465241,26.419786096256683,6.202006658130789
o1 P8,164,189,21,374,9223,9487.140300035477,o1,8.0,,,,0.4385026737967914,0.5053475935828877,0.05614973262032086,24.66042780748663,25.366685294212505
o3 P1,60,309,5,374,6291,1149.6374673843384,o3,1.0,,,,0.16042780748663102,0.8262032085561497,0.013368983957219251,16.82085561497326,3.073896971615878
o3 P10,155,210,9,374,7874,2775.9691836833954,o3,10.0,,,,0.4144385026737968,0.5614973262032086,0.02406417112299465,21.053475935828878,7.422377496479667
o3 P2,123,237,14,374,7537,1590.7077798843384,o3,2.0,,,,0.32887700534759357,0.6336898395721925,0.0374331550802139,20.1524064171123,4.253229357979515
o3 P4,151,207,16,374,8096,1847.9460322856903,o3,4.0,,,,0.4037433155080214,0.553475935828877,0.0427807486631016,21.647058823529413,4.941032171886873
o3 P6,127,236,11,374,7748,1955.996340751648,o3,6.0,,,,0.339572192513369,0.6310160427807486,0.029411764705882353,20.71657754010695,5.229936739977668
o3 P8,140,226,8,374,7983,2515.5438458919525,o3,8.0,,,,0.37433155080213903,0.6042780748663101,0.0213903743315508,21.344919786096256,6.726053063882226
o3-mini-high P1,23,333,18,374,8672,1010.5915277004242,o3-mini-high,1.0,,,,0.06149732620320856,0.8903743315508021,0.0481283422459893,23.18716577540107,2.702116384225733
o3-mini-high P2,265,104,5,374,9632,1172.29541015625,o3-mini-high,2.0,,,,0.7085561497326203,0.27807486631016043,0.013368983957219251,25.754010695187166,3.1344797063001337
o3-mini-high P4,270,99,5,374,9725,1254.8178164958954,o3-mini-high,4.0,,,,0.7219251336898396,0.2647058823529412,0.013368983957219251,26.002673796791445,3.355127851593303
o3-mini-high P6,306,52,16,374,9503,2967.2208635807037,o3-mini-high,6.0,,,,0.8181818181818182,0.13903743315508021,0.0427807486631016,25.40909090909091,7.933745624547337
o3-mini-high-search I1000,27,339,8,374,6913,2732.5738382339478,o3-mini-high-search,,,,1000.0,0.07219251336898395,0.9064171122994652,0.0213903743315508,18.483957219251337,7.306347161053337
o3-mini-high-search I2000,27,341,6,374,6859,2337.019756793976,o3-mini-high-search,,,,2000.0,0.07219251336898395,0.9117647058823529,0.016042780748663103,18.33957219251337,6.24871592725662
o3-mini-high-search I3000,26,343,5,374,6817,2938.8572702407837,o3-mini-high-search,,,,3000.0,0.06951871657754011,0.9171122994652406,0.013368983957219251,18.227272727272727,7.85790713968124
o3-mini-high-search I4000,33,332,9,374,7036,2649.900698184967,o3-mini-high-search,,,,4000.0,0.08823529411764706,0.8877005347593583,0.02406417112299465,18.81283422459893,7.0852959844517835
o3-mini-high-search I5000,22,347,5,374,6752,2806.994550704956,o3-mini-high-search,,,,5000.0,0.058823529411764705,0.9278074866310161,0.013368983957219251,18.053475935828878,7.505333023275283
o3-mini-high-search I6000,26,342,6,374,6842,3030.217277765274,o3-mini-high-search,,,,6000.0,0.06951871657754011,0.9144385026737968,0.016042780748663103,18.294117647058822,8.102185234666509
o4-mini-high P1,127,197,50,374,8435,760.9303286075592,o4-mini-high,1.0,,,,0.339572192513369,0.5267379679144385,0.13368983957219252,22.553475935828878,2.0345730711432064
o4-mini-high P10,263,49,62,374,10894,1595.6358454227448,o4-mini-high,10.0,,,,0.7032085561497327,0.13101604278074866,0.1657754010695187,29.128342245989305,4.26640600380413
o4-mini-high P12,274,32,68,374,10806,4466.109332561493,o4-mini-high,12.0,,,,0.732620320855615,0.0855614973262032,0.18181818181818182,28.893048128342247,11.941468803640355
o4-mini-high P2,153,156,65,374,9157,903.245968580246,o4-mini-high,2.0,,,,0.4090909090909091,0.41711229946524064,0.17379679144385027,24.483957219251337,2.4150961726744544
o4-mini-high P4,236,59,79,374,11360,890.9560902118683,o4-mini-high,4.0,,,,0.6310160427807486,0.15775401069518716,0.21122994652406418,30.37433155080214,2.382235535325851
o4-mini-high P6,240,52,82,374,11195,1014.5262203216553,o4-mini-high,6.0,,,,0.6417112299465241,0.13903743315508021,0.2192513368983957,29.933155080213904,2.7126369527316987
o4-mini-high P8,249,50,75,374,11200,1028.210247516632,o4-mini-high,8.0,,,,0.6657754010695187,0.13368983957219252,0.20053475935828877,29.946524064171122,2.749225260739658
r1 T0.01,57,288,29,374,7144,2703.438678264618,r1,,0.01,,,0.15240641711229946,0.7700534759358288,0.07754010695187166,19.101604278074866,7.228445663809139
r1 T0.025,68,274,32,374,7228,2469.553953409195,r1,,0.025,,,0.18181818181818182,0.732620320855615,0.0855614973262032,19.32620320855615,6.603085436922981
r1 T0.1,60,283,31,374,7173,2502.7667593955994,r1,,0.1,,,0.16042780748663102,0.7566844919786097,0.08288770053475936,19.17914438502674,6.691889731004276
r1 T0.25,66,278,30,374,7176,2611.754703760147,r1,,0.25,,,0.17647058823529413,0.7433155080213903,0.08021390374331551,19.18716577540107,6.983301346952265
r1 T0.5,64,281,29,374,7072,2400.7903378009796,r1,,0.5,,,0.1711229946524064,0.7513368983957219,0.07754010695187166,18.90909090909091,6.419225502141657
same.dev P1,122,252,0,374,8298,753.5457246303558,same.dev,1.0,,,,0.32620320855614976,0.6737967914438503,0.0,22.18716577540107,2.0148281407228765
same.dev P2,129,240,5,374,8368,739.7624306678772,same.dev,2.0,,,,0.3449197860962567,0.6417112299465241,0.013368983957219251,22.37433155080214,1.9779744135504738
same.dev P4,188,178,8,374,8336,829.0660409927368,same.dev,4.0,,,,0.5026737967914439,0.47593582887700536,0.0213903743315508,22.288770053475936,2.2167541203014354
same.dev P6,219,126,29,374,9502,1576.8993256092072,same.dev,6.0,,,,0.5855614973262032,0.33689839572192515,0.07754010695187166,25.406417112299465,4.21630835724387
