bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Negamax5 P6,gemini-flash-2.0-thinking P8,0,2,0,2,55,22.650357246398926,Negamax5,gemini-flash-2.0-thinking
Negamax4 P2,gemini-flash-2.0-thinking P8,0,2,0,2,25,25.395761728286743,Negamax4,gemini-flash-2.0-thinking
Gemini2.5 Pro P6 T0.01,Negamax5 P8,1,1,0,2,62,3.8542985916137695,Gemini2.5 Pro,Negamax5
Gemini2.5 Flash Thinking P6,Negamax4 P8 T0.025,0,1,1,2,65,7.780701160430908,Gemini2.5 Flash Thinking,Negamax4
Negamax2 P1,Negamax5 P4,0,2,0,2,25,0.03206157684326172,Negamax2,Negamax5
gpt4o P4 T0.1,o3 P2,2,0,0,2,37,5.193634033203125,gpt4o,o3
Negamax P1,o1 P8,0,2,0,2,19,8.475318908691406,Negamax,o1
Negamax5B P6 T0.01,o4-mini-high P2,1,0,1,2,53,0.2255866527557373,Negamax5B,o4-mini-high
Negamax5 P8,o4-mini-high P4,0,2,0,2,57,1.4081573486328125,Negamax5,o4-mini-high
Negamax4 P4 T0.1,Negamax5 P8 T0.01,0,2,0,2,63,2.740476369857788,Negamax4,Negamax5
claude3.7-sonnet P8,o3-mini-high-search I2000,2,0,0,2,17,6.688143253326416,claude3.7-sonnet,o3-mini-high-search
Negamax2 P6,gpt4o P8 T0.1,0,2,0,2,73,5.17923903465271,Negamax2,gpt4o
QwQ P6,gemini-flash-2.0-thinking P4,2,0,0,2,57,19.53195357322693,QwQ,gemini-flash-2.0-thinking
claude3.7-sonnet P8,o4-mini-high P1,1,1,0,2,38,5.307775497436523,claude3.7-sonnet,o4-mini-high
Negamax4 P4 T0.1,Negamax4 P8 T0.01,0,2,0,2,73,7.7225189208984375,Negamax4,Negamax4
Gemini2.5 Pro P4 T0.1,Negamax5B P8 T0.1,1,1,0,2,50,3.0407326221466064,Gemini2.5 Pro,Negamax5B
Gemini2.5 Pro P4 T0.1,Negamax3 P1,2,0,0,2,17,0.4305887222290039,Gemini2.5 Pro,Negamax3
Negamax5B P10 T0.01,Negamax5B P6,0,0,2,2,84,8.708930730819702,Negamax5B,Negamax5B
Negamax5B P1,o3-mini-high P1,1,1,0,2,46,0.018031835556030273,Negamax5B,o3-mini-high
Negamax3 P2,Negamax5 P4 T0.1,0,1,1,2,64,0.0881202220916748,Negamax3,Negamax5
Negamax5B P4,gemini-flash-2.0-thinking P8,0,1,1,2,74,15.794487237930298,Negamax5B,gemini-flash-2.0-thinking
gpt4o P4,o3-mini-high-search I1000,2,0,0,2,31,15.170706510543823,gpt4o,o3-mini-high-search
Gemini2.5 Flash Thinking P1,gpt4o P6 T0.1,0,2,0,2,43,2.7121317386627197,Gemini2.5 Flash Thinking,gpt4o
Negamax4 P6 T0.01,Qwen3 P2,1,1,0,2,54,0.48447227478027344,Negamax4,Qwen3
Negamax4 P6 T0.025,gpt4o P10,0,2,0,2,59,21.773364782333374,Negamax4,gpt4o
gpt4o P6,r1 T0.1,1,0,1,2,53,24.528849840164185,gpt4o,r1
Gemini2.5 Flash Thinking P1,LeChat P8,0,2,0,2,57,4.84346604347229,Gemini2.5 Flash Thinking,LeChat
Negamax4 P10,Negamax5 P10 T0.01,1,0,1,2,77,53.371304750442505,Negamax4,Negamax5
Negamax3 P6,Negamax4 P2,2,0,0,2,47,0.9616250991821289,Negamax3,Negamax4
Negamax5B P4,gemini-flash-2.0 P8,1,0,1,2,61,7.428388357162476,Negamax5B,gemini-flash-2.0
Negamax P2,claude3.7-sonnet-thinking P4,0,2,0,2,31,0.6538825035095215,Negamax,claude3.7-sonnet-thinking
Gemini2.5 Pro P4,o1 P2,2,0,0,2,47,1.0842480659484863,Gemini2.5 Pro,o1
Gemma2 P2,Qwen3 P4,0,2,0,2,23,0.2630305290222168,Gemma2,Qwen3
Random Bot,r1 T0.01,0,2,0,2,49,12.513343811035156,RandomBot,r1
Negamax4 P4 T0.01,Negamax4 P4 T0.1,1,1,0,2,66,0.10115480422973633,Negamax4,Negamax4
Gemini2.5 Pro P6 T0.025,claude3.7-sonnet-thinking P1,2,0,0,2,37,0.43143606185913086,Gemini2.5 Pro,claude3.7-sonnet-thinking
Negamax5 P6 T0.01,gemini-flash-2.0-thinking P8,0,2,0,2,77,22.039928674697876,Negamax5,gemini-flash-2.0-thinking
Negamax4 P10 T0.025,gpt4o P6 T0.01,0,2,0,2,69,22.632948637008667,Negamax4,gpt4o
Qwen3 P1,gemini-pro-2.0 P2,0,2,0,2,23,0.05310678482055664,Qwen3,gemini-pro-2.0
Negamax4 P6 T0.01,QwQ P2,0,2,0,2,51,0.6329143047332764,Negamax4,QwQ
Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,0,2,0,2,29,7.812352657318115,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
Negamax5 P10 T0.1,gpt4o P10,0,2,0,2,51,29.613518476486206,Negamax5,gpt4o
LeChat P4,o4-mini-high P1,1,1,0,2,30,0.10719084739685059,LeChat,o4-mini-high
Negamax5 P8 T0.01,gpt4o P8 T0.01,0,2,0,2,69,3.5847973823547363,Negamax5,gpt4o
LeChat P10,QwQ P6,0,2,0,2,47,22.973841428756714,LeChat,QwQ
Gemini2.5 Pro P4 T0.025,Negamax4 P10,2,0,0,2,75,45.04648470878601,Gemini2.5 Pro,Negamax4
Qwen3 P2,same.dev P1,2,0,0,2,35,0.02604961395263672,Qwen3,same.dev
Negamax4 P10,Negamax5B P10,0,2,0,2,69,35.44183969497681,Negamax4,Negamax5B
gpt4o P10 T0.01,o3-mini-high-search I6000,2,0,0,2,27,10.29661226272583,gpt4o,o3-mini-high-search
Negamax5 P10 T0.01,gemini-pro-2.0 P4,0,1,1,2,77,13.04493522644043,Negamax5,gemini-pro-2.0
gemini-pro-2.0 P6,same.dev P2,2,0,0,2,27,1.5388572216033936,gemini-pro-2.0,same.dev
Negamax5 P6 T0.01,r1 T0.01,2,0,0,2,29,7.265132665634155,Negamax5,r1
gemini-pro-2.0 P6,gpt4o P8 T0.025,1,1,0,2,70,6.639692544937134,gemini-pro-2.0,gpt4o
Negamax5 P10 T0.01,Negamax5 P8 T0.1,2,0,0,2,71,10.354438543319702,Negamax5,Negamax5
Gemma2 P4,Negamax4 P4 T0.25,0,2,0,2,63,0.5960690975189209,Gemma2,Negamax4
Negamax2 P8,gemini-pro-2.0 P1,1,1,0,2,36,5.313717603683472,Negamax2,gemini-pro-2.0
Negamax P4,Negamax5B P8 T0.1,0,2,0,2,73,2.9429075717926025,Negamax,Negamax5B
Negamax5B P10 T0.025,Negamax5B P6 T0.01,0,0,2,2,84,8.342720031738281,Negamax5B,Negamax5B
Negamax5B P1,r1 T0.1,1,1,0,2,30,7.515590190887451,Negamax5B,r1
Gemini2.5 Flash Thinking P1,Negamax4 P10,0,1,1,2,53,36.6425404548645,Gemini2.5 Flash Thinking,Negamax4
claude3.7-sonnet P10,claude3.7-sonnet P6,1,1,0,2,46,13.222708940505981,claude3.7-sonnet,claude3.7-sonnet
QwQ P1,gpt4o P8 T0.025,0,2,0,2,43,1.3461036682128906,QwQ,gpt4o
Gemma2 P8,Negamax5B P4 T0.025,0,2,0,2,37,10.039818525314331,Gemma2,Negamax5B
Negamax2 P8,gpt4o P8,0,2,0,2,59,20.349783658981323,Negamax2,gpt4o
Negamax4 P6,claude3.7-sonnet-thinking P6,0,2,0,2,67,8.133692026138306,Negamax4,claude3.7-sonnet-thinking
Gemini2.5 Pro P4 T0.1,Negamax5B P4 T0.025,2,0,0,2,59,1.2780494689941406,Gemini2.5 Pro,Negamax5B
Negamax4 P8 T0.1,claude3.7-sonnet P10,0,2,0,2,59,13.130152702331543,Negamax4,claude3.7-sonnet
Negamax5 P8 T0.1,gemini-pro-2.0 P6,1,1,0,2,78,10.341609001159668,Negamax5,gemini-pro-2.0
o3-mini-high-search I4000,same.dev P4,1,1,0,2,54,7.661274194717407,o3-mini-high-search,same.dev
Gemini2.5 Pro P4 T0.01,Negamax4 P6 T0.01,0,1,1,2,65,0.834902286529541,Gemini2.5 Pro,Negamax4
Negamax4 P8 T0.025,Negamax5 P4 T0.01,2,0,0,2,71,5.129651308059692,Negamax4,Negamax5
Negamax5B P4 T0.1,gemini-flash-2.0-thinking P6,1,0,1,2,65,2.788548231124878,Negamax5B,gemini-flash-2.0-thinking
Random Bot,gemini-flash-2.0-thinking P8,0,2,0,2,23,11.692320823669434,RandomBot,gemini-flash-2.0-thinking
Negamax4 P6 T0.1,Negamax5B P10 T0.025,0,2,0,2,79,18.672587871551514,Negamax4,Negamax5B
Gemma2 P4,Negamax P1,2,0,0,2,31,0.36912012100219727,Gemma2,Negamax
gemini-pro-2.0 P4,o1 P2,1,1,0,2,44,0.6550846099853516,gemini-pro-2.0,o1
Negamax5 P8 T0.1,gemini-flash-2.0-thinking P8,1,0,1,2,80,33.46642255783081,Negamax5,gemini-flash-2.0-thinking
claude3.7-sonnet P10,same.dev P4,1,1,0,2,30,4.40300989151001,claude3.7-sonnet,same.dev
Negamax2 P4,claude3.7-sonnet-thinking P2,0,2,0,2,73,0.24217987060546875,Negamax2,claude3.7-sonnet-thinking
Negamax4 P4 T0.025,gpt4o P6 T0.025,0,2,0,2,51,0.9187040328979492,Negamax4,gpt4o
Negamax4 P6 T0.025,gpt4o P8,0,2,0,2,55,14.831961631774902,Negamax4,gpt4o
Negamax5 P2,gemini-pro-2.0 P8,1,1,0,2,40,12.586014032363892,Negamax5,gemini-pro-2.0
Gemini2.5 Pro P4 T0.01,Qwen3 P2,2,0,0,2,61,0.3408629894256592,Gemini2.5 Pro,Qwen3
Negamax4 P6 T0.1,Negamax5 P10 T0.025,1,1,0,2,72,23.937209844589233,Negamax4,Negamax5
Negamax5 P6 T0.025,o4-mini-high P1,2,0,0,2,33,0.21306228637695312,Negamax5,o4-mini-high
Gemini2.5 Pro P4 T0.01,Qwen3 P4,2,0,0,2,63,1.1331279277801514,Gemini2.5 Pro,Qwen3
Gemini2.5 Flash Thinking P2,Gemini2.5 Flash Thinking P6,0,2,0,2,67,1.011582612991333,Gemini2.5 Flash Thinking,Gemini2.5 Flash Thinking
Negamax3 P1,Negamax4 P6 T0.1,0,2,0,2,21,0.2750070095062256,Negamax3,Negamax4
Negamax2 P1,claude3.7-sonnet P1,0,2,0,2,15,2.103097438812256,Negamax2,claude3.7-sonnet
gemini-flash-2.0-thinking P1,o4-mini-high P12,0,2,0,2,41,11.687846183776855,gemini-flash-2.0-thinking,o4-mini-high
Gemini2.5 Pro P6 T0.01,claude3.7-sonnet P8,0,2,0,2,47,7.081597566604614,Gemini2.5 Pro,claude3.7-sonnet
Negamax4 P6 T0.1,o3-mini-high P4,0,2,0,2,37,1.0282692909240723,Negamax4,o3-mini-high
LeChat P4,Negamax2 P2,2,0,0,2,37,0.21200942993164062,LeChat,Negamax2
LeChat P6,gpt4o P10 T0.025,0,2,0,2,51,7.842552185058594,LeChat,gpt4o
Random Bot,o3-mini-high-search I5000,0,2,0,2,57,8.221737384796143,RandomBot,o3-mini-high-search
claude3.7-sonnet P6,gemini-flash-2.0-thinking P6,1,1,0,2,48,8.59318208694458,claude3.7-sonnet,gemini-flash-2.0-thinking
Negamax P2,Negamax5 P10 T0.025,0,2,0,2,45,8.274540662765503,Negamax,Negamax5
claude3.7-sonnet-thinking P6,o1 P4,2,0,0,2,43,6.878893613815308,claude3.7-sonnet-thinking,o1
Negamax4 P1,Negamax5 P6 T0.01,0,2,0,2,41,0.33219003677368164,Negamax4,Negamax5
Negamax5B P6 T0.025,o1 P8,1,0,1,2,70,29.438586950302124,Negamax5B,o1
gemini-flash-2.0-thinking P1,gpt4o P8 T0.025,0,2,0,2,41,1.3153598308563232,gemini-flash-2.0-thinking,gpt4o
Negamax5 P6 T0.025,Negamax5B P10 T0.01,0,2,0,2,65,6.363070487976074,Negamax5,Negamax5B
gpt4o P10 T0.025,o3-mini-high-search I5000,2,0,0,2,33,13.942455053329468,gpt4o,o3-mini-high-search
Negamax2 P1,gemini-flash-2.0 P1,2,0,0,2,19,0.007001638412475586,Negamax2,gemini-flash-2.0
Gemini2.5 Pro P6 T0.25,Negamax2 P4,2,0,0,2,37,3.7540273666381836,Gemini2.5 Pro,Negamax2
LeChat P1,o3-mini-high-search I4000,2,0,0,2,49,8.153421640396118,LeChat,o3-mini-high-search
Gemini2.5 Flash Thinking P1,gemini-pro-2.0 P8,0,2,0,2,29,9.815085172653198,Gemini2.5 Flash Thinking,gemini-pro-2.0
o4-mini-high P12,r1 T0.01,1,0,1,2,53,24.021116495132446,o4-mini-high,r1
Negamax4 P4 T0.025,o1 P2,0,2,0,2,51,0.1631636619567871,Negamax4,o1
gpt4o P1,gpt4o P8 T0.1,0,2,0,2,37,15.687363862991333,gpt4o,gpt4o
Negamax5 P8,o4-mini-high P6,0,1,1,2,72,1.467421531677246,Negamax5,o4-mini-high
claude3.7-sonnet P4,o3-mini-high-search I4000,2,0,0,2,25,8.362779378890991,claude3.7-sonnet,o3-mini-high-search
Negamax5B P8 T0.01,Qwen3 P2,2,0,0,2,63,1.5555815696716309,Negamax5B,Qwen3
Negamax2 P4,gemini-pro-2.0 P8,0,2,0,2,61,16.11235737800598,Negamax2,gemini-pro-2.0
Negamax5 P2,Negamax5 P6 T0.025,0,2,0,2,47,0.3712809085845947,Negamax5,Negamax5
Negamax4 P6 T0.1,o1 P2,1,1,0,2,50,0.4916691780090332,Negamax4,o1
claude3.7-sonnet P6,r1 T0.1,2,0,0,2,23,9.012381076812744,claude3.7-sonnet,r1
Negamax4 P6 T0.1,gemini-pro-2.0 P1,1,1,0,2,52,0.8120448589324951,Negamax4,gemini-pro-2.0
Negamax4 P4 T0.25,o3 P8,2,0,0,2,35,6.419670343399048,Negamax4,o3
o3-mini-high-search I5000,r1 T0.01,0,2,0,2,55,21.349097967147827,o3-mini-high-search,r1
Negamax5B P4 T0.1,claude3.7-sonnet P10,1,1,0,2,66,9.785178899765015,Negamax5B,claude3.7-sonnet
Gemini2.5 Pro P4 T0.1,Negamax5B P10,1,1,0,2,82,11.168082475662231,Gemini2.5 Pro,Negamax5B
Negamax5B P6 T0.1,QwQ P6,1,1,0,2,70,17.182841062545776,Negamax5B,QwQ
Negamax5B P6,gpt4o P8 T0.025,1,0,1,2,81,2.1374645233154297,Negamax5B,gpt4o
gpt4o P6 T0.025,same.dev P6,1,0,1,2,65,4.546774625778198,gpt4o,same.dev
Negamax4 P2,claude3.7-sonnet P10,0,2,0,2,51,7.704571723937988,Negamax4,claude3.7-sonnet
Gemini2.5 Pro P1,Negamax4 P4 T0.1,1,1,0,2,48,0.0465855598449707,Gemini2.5 Pro,Negamax4
gemini-flash-2.0-thinking P6,gpt4o P8 T0.1,0,2,0,2,61,7.944378852844238,gemini-flash-2.0-thinking,gpt4o
Negamax5 P4 T0.1,o3 P8,1,1,0,2,62,12.293481349945068,Negamax5,o3
Gemini2.5 Pro P1,Gemma2 P8,2,0,0,2,15,4.573667764663696,Gemini2.5 Pro,Gemma2
Gemma2 P2,Negamax4 P6 T0.01,0,2,0,2,39,0.5052120685577393,Gemma2,Negamax4
o1 P1,o3 P8,2,0,0,2,47,8.94254994392395,o1,o3
Negamax4 P4 T0.01,gemini-pro-2.0 P4,0,2,0,2,53,0.7112629413604736,Negamax4,gemini-pro-2.0
Negamax4 P4 T0.1,Negamax5B P8,0,2,0,2,61,1.8131704330444336,Negamax4,Negamax5B
gpt4o P8 T0.025,o3-mini-high P2,1,1,0,2,54,2.1898159980773926,gpt4o,o3-mini-high
Negamax4 P10 T0.025,Qwen3 P2,1,1,0,2,52,31.579654216766357,Negamax4,Qwen3
Negamax P4,gemini-flash-2.0 P8,2,0,0,2,51,8.706005573272705,Negamax,gemini-flash-2.0
Gemini2.5 Pro P6 T0.01,gpt4o P4 T0.01,2,0,0,2,59,0.7543520927429199,Gemini2.5 Pro,gpt4o
Negamax4 P4 T0.25,Negamax4 P8 T0.01,0,1,1,2,73,8.249573707580566,Negamax4,Negamax4
gpt4o P4 T0.025,gpt4o P6 T0.025,1,1,0,2,64,2.1549410820007324,gpt4o,gpt4o
Gemini2.5 Pro P6 T0.01,Qwen3 P4,2,0,0,2,63,1.049520492553711,Gemini2.5 Pro,Qwen3
Gemini2.5 Flash Thinking P8,Negamax4 P10 T0.025,0,1,1,2,59,132.38162112236023,Gemini2.5 Flash Thinking,Negamax4
claude3.7-sonnet P6,gemini-flash-2.0-thinking P4,1,1,0,2,54,7.2184898853302,claude3.7-sonnet,gemini-flash-2.0-thinking
Gemini2.5 Pro P4 T0.1,same.dev P1,2,0,0,2,35,0.7931396961212158,Gemini2.5 Pro,same.dev
Negamax2 P8,gpt4o P4,0,2,0,2,71,22.28916311264038,Negamax2,gpt4o
Negamax5B P1,Negamax5B P10 T0.025,0,2,0,2,41,6.81637978553772,Negamax5B,Negamax5B
QwQ P1,o3-mini-high-search I3000,2,0,0,2,35,6.40514874458313,QwQ,o3-mini-high-search
Negamax4 P10,claude3.7-sonnet P1,1,1,0,2,68,32.579617500305176,Negamax4,claude3.7-sonnet
Negamax5 P6 T0.025,Random Bot,2,0,0,2,29,0.24404191970825195,Negamax5,RandomBot
Gemini2.5 Flash Thinking P4,Gemini2.5 Pro P4 T0.25,0,1,1,2,51,1.586379051208496,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Negamax P6,gemini-flash-2.0-thinking P1,2,0,0,2,41,10.002347469329834,Negamax,gemini-flash-2.0-thinking
Negamax4 P8 T0.1,Negamax5 P6 T0.025,1,1,0,2,64,5.225291967391968,Negamax4,Negamax5
Gemini2.5 Flash Thinking P8,Negamax3 P4,1,1,0,2,62,3.061140775680542,Gemini2.5 Flash Thinking,Negamax3
Gemini2.5 Pro P4 T0.1,Negamax4 P10 T0.025,2,0,0,2,73,41.112952709198,Gemini2.5 Pro,Negamax4
Negamax4 P6 T0.025,QwQ P6,0,2,0,2,41,17.563482522964478,Negamax4,QwQ
Negamax5B P2,o4-mini-high P1,1,1,0,2,30,0.0036203861236572266,Negamax5B,o4-mini-high
Negamax4 P10 T0.1,Negamax5B P6 T0.025,0,2,0,2,67,22.666106700897217,Negamax4,Negamax5B
Gemini2.5 Pro P6 T0.1,gemini-flash-2.0-thinking P6,0,2,0,2,63,5.391477346420288,Gemini2.5 Pro,gemini-flash-2.0-thinking
gpt4o P6,o1 P6,2,0,0,2,47,15.534506559371948,gpt4o,o1
LeChat P1,Negamax5B P4 T0.025,1,1,0,2,60,0.05461907386779785,LeChat,Negamax5B
Negamax4 P8 T0.025,Negamax5 P10 T0.1,0,1,1,2,66,15.877306938171387,Negamax4,Negamax5
Negamax4 P8 T0.01,claude3.7-sonnet P6,0,2,0,2,35,7.466914653778076,Negamax4,claude3.7-sonnet
Gemma2 P6,Negamax3 P4,0,2,0,2,61,3.1013612747192383,Gemma2,Negamax3
Qwen3 P6,claude3.7-sonnet P1,0,2,0,2,43,9.67936635017395,Qwen3,claude3.7-sonnet
Negamax2 P4,Negamax5 P6,0,2,0,2,57,0.6105549335479736,Negamax2,Negamax5
LeChat P4,Negamax5 P4 T0.025,1,0,1,2,70,0.28252220153808594,LeChat,Negamax5
Gemini2.5 Flash Thinking P2,claude3.7-sonnet-thinking P2,1,1,0,2,46,0.11590695381164551,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
gemini-pro-2.0 P1,gpt4o P4 T0.01,0,2,0,2,23,0.24849295616149902,gemini-pro-2.0,gpt4o
Negamax P6,Negamax2 P8,1,0,1,2,79,25.07357621192932,Negamax,Negamax2
Gemini2.5 Pro P6 T0.1,Negamax5 P4,2,0,0,2,63,2.6404190063476562,Gemini2.5 Pro,Negamax5
Negamax2 P6,r1 T0.025,2,0,0,2,31,7.871049880981445,Negamax2,r1
Negamax5B P6 T0.025,o1 P1,2,0,0,2,53,0.3100302219390869,Negamax5B,o1
Negamax4 P1,gemini-pro-2.0 P6,0,2,0,2,25,1.9113950729370117,Negamax4,gemini-pro-2.0
LeChat P4,Negamax4 P10 T0.01,1,1,0,2,68,58.20041513442993,LeChat,Negamax4
Gemini2.5 Pro P4 T0.01,Negamax5 P8 T0.01,1,1,0,2,58,2.9832048416137695,Gemini2.5 Pro,Negamax5
Negamax P4,Negamax4 P2,2,0,0,2,51,0.24647831916809082,Negamax,Negamax4
o3-mini-high P1,same.dev P4,1,1,0,2,51,0.7038390636444092,o3-mini-high,same.dev
gemini-pro-2.0 P8,gpt4o P10,1,1,0,2,62,38.04491686820984,gemini-pro-2.0,gpt4o
Gemini2.5 Pro P4 T0.1,gemini-pro-2.0 P4,2,0,0,2,75,2.631066083908081,Gemini2.5 Pro,gemini-pro-2.0
Negamax4 P8 T0.1,gemini-flash-2.0 P6,2,0,0,2,35,6.719914674758911,Negamax4,gemini-flash-2.0
Qwen3 P6,gpt4o P6 T0.1,0,2,0,2,35,6.228272914886475,Qwen3,gpt4o
QwQ P2,gpt4o P10 T0.025,1,1,0,2,46,7.1563403606414795,QwQ,gpt4o
Negamax5B P1,o3 P1,1,1,0,2,24,0.5015232563018799,Negamax5B,o3
Gemini2.5 Pro P6 T0.1,Negamax5B P2,2,0,0,2,35,1.4213981628417969,Gemini2.5 Pro,Negamax5B
Gemini2.5 Flash Thinking P6,o1 P2,0,2,0,2,31,0.6289565563201904,Gemini2.5 Flash Thinking,o1
LeChat P4,Negamax5B P1,2,0,0,2,41,0.12973737716674805,LeChat,Negamax5B
Negamax2 P1,Negamax5 P6 T0.01,0,2,0,2,27,0.2270047664642334,Negamax2,Negamax5
Negamax5B P8 T0.1,gemini-flash-2.0-thinking P6,1,1,0,2,78,4.913707256317139,Negamax5B,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P4,o4-mini-high P1,0,1,1,2,51,0.14916348457336426,Gemini2.5 Flash Thinking,o4-mini-high
LeChat P1,Negamax5 P8 T0.1,1,1,0,2,66,2.7431650161743164,LeChat,Negamax5
Negamax5B P6 T0.1,Qwen3 P4,2,0,0,2,37,0.830946683883667,Negamax5B,Qwen3
Negamax5 P8 T0.01,Negamax5B P10 T0.025,0,2,0,2,59,9.549322605133057,Negamax5,Negamax5B
Negamax5B P4 T0.1,gpt4o P10 T0.01,1,1,0,2,70,6.965458154678345,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P2,gpt4o P4 T0.01,0,1,1,2,53,0.42844414710998535,Gemini2.5 Flash Thinking,gpt4o
Negamax3 P8,gpt4o P10 T0.025,0,2,0,2,69,17.583362340927124,Negamax3,gpt4o
o3 P10,o3-mini-high-search I2000,2,0,0,2,29,13.094819784164429,o3,o3-mini-high-search
Negamax3 P6,Negamax4 P10 T0.1,0,2,0,2,61,49.29305911064148,Negamax3,Negamax4
gpt4o P1,o1 P2,1,1,0,2,46,9.668683052062988,gpt4o,o1
claude3.7-sonnet-thinking P1,o1 P8,2,0,0,2,57,26.303492784500122,claude3.7-sonnet-thinking,o1
Negamax4 P8,claude3.7-sonnet-thinking P1,1,0,1,2,60,2.4859869480133057,Negamax4,claude3.7-sonnet-thinking
Negamax P1,o4-mini-high P1,0,2,0,2,43,0.0030002593994140625,Negamax,o4-mini-high
Negamax5B P8 T0.025,gpt4o P1,2,0,0,2,41,15.899399280548096,Negamax5B,gpt4o
claude3.7-sonnet-thinking P6,gpt4o P6 T0.01,1,1,0,2,80,6.601495742797852,claude3.7-sonnet-thinking,gpt4o
Negamax4 P6,same.dev P2,1,1,0,2,65,0.3066833019256592,Negamax4,same.dev
Negamax5 P4 T0.1,o3 P10,1,1,0,2,36,8.581254482269287,Negamax5,o3
claude3.7-sonnet-thinking P1,same.dev P6,1,1,0,2,60,4.503175497055054,claude3.7-sonnet-thinking,same.dev
Gemini2.5 Pro P4 T0.25,Negamax4 P1,2,0,0,2,29,0.8648505210876465,Gemini2.5 Pro,Negamax4
Negamax2 P2,Negamax5B P4 T0.01,0,2,0,2,53,0.051171302795410156,Negamax2,Negamax5B
LeChat P1,gemini-pro-2.0 P6,0,2,0,2,37,3.5357260704040527,LeChat,gemini-pro-2.0
claude3.7-sonnet-thinking P6,gemini-flash-2.0 P8,2,0,0,2,23,8.46406078338623,claude3.7-sonnet-thinking,gemini-flash-2.0
Negamax5B P8 T0.025,o3 P1,2,0,0,2,21,1.9066133499145508,Negamax5B,o3
Gemini2.5 Flash Thinking P8,Negamax3 P6,0,1,1,2,53,3.116286277770996,Gemini2.5 Flash Thinking,Negamax3
Negamax4 P4 T0.01,o4-mini-high P10,0,2,0,2,49,2.3338754177093506,Negamax4,o4-mini-high
Gemini2.5 Flash Thinking P4,Negamax5B P4 T0.1,0,1,1,2,51,0.1688683032989502,Gemini2.5 Flash Thinking,Negamax5B
claude3.7-sonnet P4,gpt4o P8 T0.025,1,1,0,2,66,11.815634965896606,claude3.7-sonnet,gpt4o
QwQ P4,gpt4o P4,0,1,1,2,75,19.01565384864807,QwQ,gpt4o
Gemini2.5 Pro P4 T0.1,LeChat P8,2,0,0,2,49,8.662967443466187,Gemini2.5 Pro,LeChat
Negamax5 P8 T0.01,o3-mini-high-search I1000,2,0,0,2,35,9.443698644638062,Negamax5,o3-mini-high-search
Negamax4 P1,o3-mini-high P4,0,2,0,2,17,0.2149488925933838,Negamax4,o3-mini-high
Gemini2.5 Flash Thinking P4,LeChat P2,0,1,1,2,53,0.28009963035583496,Gemini2.5 Flash Thinking,LeChat
Negamax5 P8 T0.025,Negamax5B P10 T0.1,0,2,0,2,69,12.352545022964478,Negamax5,Negamax5B
Negamax5B P4 T0.025,gemini-flash-2.0-thinking P1,2,0,0,2,41,0.05571746826171875,Negamax5B,gemini-flash-2.0-thinking
Negamax5 P8 T0.1,gemini-flash-2.0-thinking P1,2,0,0,2,59,2.7234134674072266,Negamax5,gemini-flash-2.0-thinking
Negamax2 P1,claude3.7-sonnet-thinking P2,0,2,0,2,23,0.05022549629211426,Negamax2,claude3.7-sonnet-thinking
Negamax5B P6 T0.01,o4-mini-high P4,0,0,2,2,84,0.37589311599731445,Negamax5B,o4-mini-high
Negamax5B P10 T0.025,Negamax5B P6,0,0,2,2,84,9.347669124603271,Negamax5B,Negamax5B
Negamax P2,r1 T0.5,2,0,0,2,39,9.509185791015625,Negamax,r1
gpt4o P6 T0.01,o1 P2,1,0,1,2,76,0.6814985275268555,gpt4o,o1
Negamax5B P10,QwQ P1,1,0,1,2,69,10.016274690628052,Negamax5B,QwQ
o3 P4,o4-mini-high P8,0,1,1,2,68,8.925256967544556,o3,o4-mini-high
Gemma2 P2,claude3.7-sonnet P4,0,2,0,2,35,5.554331302642822,Gemma2,claude3.7-sonnet
gpt4o P4 T0.01,o3-mini-high-search I3000,2,0,0,2,35,6.537413120269775,gpt4o,o3-mini-high-search
Gemini2.5 Flash Thinking P2,claude3.7-sonnet P6,0,2,0,2,51,7.932974815368652,Gemini2.5 Flash Thinking,claude3.7-sonnet
Negamax5B P10 T0.01,gpt4o P8 T0.1,0,1,1,2,72,11.556743383407593,Negamax5B,gpt4o
Negamax5 P4 T0.1,Negamax5 P6 T0.025,0,2,0,2,69,0.5544309616088867,Negamax5,Negamax5
LeChat P1,gpt4o P10 T0.01,0,2,0,2,47,5.6088268756866455,LeChat,gpt4o
Gemini2.5 Pro P2,gpt4o P1,2,0,0,2,49,15.87874150276184,Gemini2.5 Pro,gpt4o
Negamax5B P8 T0.025,o4-mini-high P1,1,0,1,2,53,1.4323558807373047,Negamax5B,o4-mini-high
Gemini2.5 Pro P2,Negamax2 P8,1,0,1,2,82,6.2274558544158936,Gemini2.5 Pro,Negamax2
gpt4o P8 T0.025,o1 P4,2,0,0,2,41,3.08235502243042,gpt4o,o1
